Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
p2_Villas Nooning Signs 9 26 24_HPW30.eps,2024-09-27,0 days 00:07:58,1488.0,49.6,19.59724409,501.0876437,0.6632475512768817,"High Performance White 30""",0.5284823989,Roland,7.966666666666667,1.8390000000119755,Friday,986.9123563
P3_Bellerive CC_Wall_10.4.24_HPW60.eps,2024-10-18,0 days 00:18:59,5742.599999999999,95.71,65.70826772,3695.158761,0.35653558301117955,"High Performance White 60""",1.098678639,Roland,18.983333333333334,28.19299998905838,Friday,2047.4412389999993
P3_Commerce Ferguson Perf Coming soon 10 16 24_HPW54.eps,2024-10-21,0 days 00:27:56,7895.0,146.21,116.2082677,5460.141536,0.3084051252691577,"High Performance White 54""",1.532637193,Roland,27.933333333333334,58.113999979984364,Monday,2434.858464
P4_Bellerive CC_Wall_10.4.24_HPW60.eps,2024-10-18,0 days 00:19:59,5742.599999999999,95.71,65.70826772,3695.158761,0.35653558301117955,"High Performance White 60""",1.043341369,Roland,19.983333333333334,26.773000002597804,Friday,2047.4412389999993
P4_Commerce Ferguson Perf Coming soon 10 16 24_HPW54.eps,2024-10-21,0 days 00:30:58,7895.0,146.21,116.2082677,5460.141536,0.3084051252691577,"High Performance White 54""",1.630639049,Roland,30.966666666666665,61.830000011586385,Monday,2434.858464
P5_Bellerive CC_Wall_10.4.24_HPW60.eps,2024-10-18,0 days 00:20:00,5742.599999999999,95.71,65.70826772,3695.158761,0.35653558301117955,"High Performance White 60""",1.069139449,Roland,20.0,27.435000011826823,Friday,2047.4412389999993
P5_Commerce Ferguson Perf Coming soon 10 16 24_HPW54.eps,2024-10-21,0 days 00:28:59,7895.0,146.21,116.2082677,5460.141536,0.3084051252691577,"High Performance White 54""",1.53986338,Roland,28.983333333333334,58.38800000627327,Monday,2434.858464
P6_Bellerive CC_Wall_10.4.24_HPW60.eps,2024-10-18,0 days 00:17:01,5742.599999999999,95.71,65.70826772,2939.513682,0.4881214637968864,"High Performance White 60""",1.221753116,Roland,17.016666666666666,24.9400000035287,Friday,2803.0863179999997
P7_Commerce Ferguson Perf Coming soon 10 16 24_HPW54.eps,2024-10-21,0 days 00:23:57,7829.0,144.97,114.9724409,3738.188597,0.522520296717333,"High Performance White 54""",1.626139464,Roland,23.95,42.214000010114525,Monday,4090.811403
Panel for UHSP NEW   STL County Police and spanish one  3-27-24_HPW54.eps,2024-03-28,0 days 00:14:02,3615.0,66.94,36.94448819,1845.682632,0.48943772282157677,"High Performance White 54""",0.1406699048,Roland,14.033333333333333,1.8030000009337044,Thursday,1769.317368
Papous Grill Banner Decal 5-21-24_INT60.eps,2024-05-21,0 days 00:05:56,1512.6000000000001,25.21,10.20826772,553.6538395,0.6339720749041386,"Intermediate White 60""",0.4096422418,Roland,5.933333333333334,1.5749999999580373,Tuesday,958.9461605000001
part two_Paws Plus  New Mags Lola 5-14-24_MAG24.eps,2024-05-15,0 days 00:13:00,2005.0,83.53,23.52755906,516.4577097,0.742415107381546,"Magnet 24""",0.7958887654,Roland,13.0,2.8544645066280876,Wednesday,1488.5422902999999
Pastor Phone Decal 12x36 Need 2  9-24-24_HPW54.eps,2024-09-24,0 days 00:10:58,3035.0,56.21,26.20826772,975.5253791,0.6785748339044481,"High Performance White 54""",1.180016455,Roland,10.966666666666667,7.993999997278564,Tuesday,2059.4746209
Pasturas Los Alazanes TX Circle Logo - Final_HPW54.eps,2024-04-26,0 days 00:43:03,9813.0,181.72,151.7224409,7316.366715,0.2544210012228676,"High Performance White 54""",0.5933502473,Roland,43.05,30.146999997796794,Friday,2496.633285
Paws Plus  New Mags Lola  Need 2 7-24-24_MAG24.eps,2024-07-25,0 days 00:13:04,1260.0,74.92,44.92086614,1056.259343,0.16169893412698416,"Magnet 24""",0.9302800555,Roland,13.066666666666666,6.823729168253011,Thursday,203.74065700000006
Paws Plus  New Mags Lola 5-14-24_MAG24.eps,2024-05-14,0 days 00:14:02,2130.0,88.76,58.76377953,1381.758556,0.35128706291079814,"Magnet 24""",0.4687591744,Roland,14.033333333333333,4.497999999518724,Tuesday,748.241444
PDX Decal Need 500 5-1-24_INT30.eps,2024-05-02,0 days 00:10:58,1330.0,44.32,29.31929134,814.8223526,0.3873516145864661,"Intermediate White 30""",0.6164190248,Roland,10.966666666666667,3.487999999825929,Thursday,515.1776474
PE Summit Sticker Need 150 2in dia 4-3-24_INT30.eps,2024-04-05,0 days 00:12:02,1455.0,48.49,33.48622047,870.1671244,0.4019469935395189,"Intermediate White 30""",0.8047557536,Roland,12.033333333333333,4.862999999683798,Friday,584.8328756
Phillips Route 66_MAG24.eps,2024-06-14,0 days 00:07:05,1447.0,60.29,30.29133858,474.1429289,0.6723269323427782,"Magnet 24""",1.439565917,Roland,7.083333333333333,4.740000001604127,Friday,972.8570711
Picnic banner changes 2024  1st  5-13-24_INT30.eps,2024-05-14,0 days 00:04:57,756.0,25.21,10.20826772,260.0254776,0.6560509555555556,"Intermediate White 30""",1.008455027,Roland,4.95,1.8210000002346933,Tuesday,495.9745224
Pinnacle Chevy Silverado 6 19 24_HPW54.eps,2024-06-21,0 days 00:11:02,4009.0,74.24,44.23582677,2165.082485,0.45994450361686207,"High Performance White 54""",0.2720265874,Roland,11.033333333333333,4.0899999988476505,Friday,1843.917515
Pinnacle Pick up 10 door repair 5 23 24_V2_HPW24.eps,2024-05-23,0 days 00:08:01,1585.0,66.03,36.02795276,645.9925403,0.5924337285173502,"High Performance White 24""",0.275966035,Roland,8.016666666666667,1.2379999999039493,Thursday,939.0074597
PIRATES Skull Logo Decals Various Sizes 3-7-24_INT30.eps,2024-03-07,0 days 00:05:57,808.0,26.94,11.94448819,276.3785275,0.6579473669554455,"Intermediate White 30""",0.5085199681,Roland,5.95,0.9759999999154513,Thursday,531.6214725
Pixel Edge old fashion Purina photos 7 17 24_P4_HPW54.eps,2024-07-19,0 days 00:14:55,4524.0,83.78,53.77795276,2892.04703,0.3607323099027409,"High Performance White 54""",0.157092881,Roland,14.916666666666666,3.154999999515232,Friday,1631.9529699999998
plaque print_HPW54.eps,2024-08-12,0 days 00:08:01,2934.0,54.33,24.33346457,1105.812263,0.6231042048398091,"High Performance White 54""",0.142071132,Roland,8.016666666666667,1.0909999998881368,Monday,1828.187737
pointer decal Marker  4-19-24_HPW54.eps,2024-05-06,0 days 00:03:01,1797.0,33.28,3.277952756,139.4033294,0.922424413244296,"High Performance White 54""",0.1384185018,Roland,3.0166666666666666,0.13400000001027704,Monday,1657.5966706
Pole Banners New 8.14.24_BAN63.eps,2024-08-21,0 days 00:18:59,5481.0,87.0,72.0,3240.0,0.4088669950738916,"Banner 63""",1.079377778,Roland,18.983333333333334,24.286000005000002,Wednesday,2241.0
poncin ipl print_HPW48.eps,2024-04-24,0 days 00:11:01,2962.0,61.71,31.70826772,1370.93317,0.5371596320054017,"Water Damaged HP White 54"" to 48""",0.4312857934,Roland,11.016666666666667,4.105999999457133,Wednesday,1591.06683
poncin ipl print_HPW54.eps,2024-04-26,0 days 00:09:57,3332.0,61.71,31.70826772,1370.93317,0.5885554711884754,"High Performance White 54""",0.4308656416,Roland,9.95,4.101999999185916,Friday,1961.06683
Pool Info Sign 45x60 5-15-24_HPW54.eps,2024-05-20,0 days 00:20:00,4952.0,91.71,61.70826772,2853.132777,0.42384233097738294,"High Performance White 54""",0.2826366886,Roland,20.0,5.600000001579183,Monday,2098.867223
Poster 24x36 Store Opening Fairview Heights_THP30.eps,2024-06-27,0 days 00:06:04,1530.0,51.0,36.0,1296.0,0.15294117647058825,"Thick Paper/ Heavy Paper 30""",0.6563333333,Roland,6.066666666666666,5.9069999997,Thursday,234.0
Premier Dental 10in and 5in Decals 3-4-24_HPW60.eps,2024-03-04,0 days 00:18:00,4181.4,69.69,39.69448819,2172.163658,0.4805176118046587,"High Performance White 60""",0.1367631757,Roland,18.0,2.063000000057005,Monday,2009.2363419999997
Print_Art & Joe_HPW60.eps,2024-04-30,0 days 00:16:59,5202.599999999999,86.71,56.70826772,3036.236562,0.416400153384846,"High Performance White 60""",0.5524312634,Roland,16.983333333333334,11.647999999492587,Tuesday,2166.3634379999994
Printed-Photo & Cottleville Decals_HPW30.eps,2024-04-19,0 days 00:08:03,2220.0,41.11,26.11102362,705.7172329,0.6821093545495496,"High Performance White 30""",0.8665907129,Roland,8.05,4.24699999975435,Friday,1514.2827671
Project America QTS ATL02 Need 100  5-22-24_INT30.eps,2024-05-22,0 days 00:08:04,1356.0,45.19,30.19448819,821.955784,0.3938379174041298,"Intermediate White 30""",0.6166755072,Roland,8.066666666666666,3.519999999959539,Wednesday,534.044216
prooutdoor Good logo 5-8-24_HPW24.eps,2024-07-08,0 days 00:09:58,4105.0,85.51,55.51377953,874.3201717,0.7870109204141291,"High Performance White 24""",0.3453746233,Roland,9.966666666666667,2.0969999996144364,Monday,3230.6798283
Pump Dial Decals 6-19-24_HPW24.eps,2024-06-20,0 days 00:08:03,1752.0,73.0,43.0,763.8425197,0.5640168266552511,"High Performance White 24""",0.07823602177,Roland,8.05,0.4150000000007004,Thursday,988.1574803
Qdoba Retractable Banner with face Avocado 7-9-24_BAN38.eps,2024-07-16,0 days 02:11:58,23055.74,606.73,546.726378,16682.68816,0.27641931423584754,"Banner 38""",2.298334095,Roland,131.96666666666667,266.2666041276446,Tuesday,6373.05184
Qdoba Retractable Banner with face Avocado 8-15-24_BAN38.eps,2024-08-15,0 days 00:15:03,3534.38,93.01,78.01377953,2380.495269,0.3264744399300585,"Banner 38""",0.7667916942,Roland,15.05,12.676000002441631,Thursday,1153.884731
QR Code_Lash Mi_HPW54.eps,2024-03-05,0 days 00:05:00,2036.0,37.69,7.694488189,198.0240151,0.9027386959233792,"High Performance White 54""",0.1716155486,Roland,5.0,0.23599999991223045,Tuesday,1837.9759849
QTS PHX2 2 Million Work Hours 2 Round  20 rolls of 100 - 2000 decals 6-17-24_Part2_INT54.eps,2024-06-18,0 days 00:09:59,2131.0,39.46,24.45826772,1250.087099,0.41338005678085404,"Intermediate White 54""",0.3233438697,Roland,9.983333333333333,2.807000000366021,Tuesday,880.9129009999999
Queen B Decals 9-26-24_INT54.eps,2024-09-26,0 days 00:22:59,4259.0,78.88,63.87519685,3136.070984,0.26366025264146514,"Intermediate White 54""",0.5438907502,Roland,22.983333333333334,11.84500000116814,Thursday,1122.929016
Queen of Hearts 150000 decal need 2 RUSH 10-17-24_INT30.eps,2024-10-17,0 days 00:14:58,2361.0,78.69,63.69448819,1563.148,0.3379296908089793,"Intermediate White 30""",0.5439792008,Roland,14.966666666666667,5.9049999984174875,Thursday,797.8520000000001
Queen of Hearts V Banner 9-25-24_BAN63.eps,2024-09-26,0 days 00:52:58,13323.87,211.49,196.4862205,10219.99095,0.23295626946225093,"Banner 63""",0.5528646773,Roland,52.96666666666667,39.237999990143535,Thursday,3103.8790500000014
Quest Church Shuttle Logo 8 19 24_HPW54.eps,2024-08-20,0 days 00:18:59,5621.0,104.1,74.09724409,3711.017527,0.3397940709838107,"High Performance White 54""",0.4358394937,Roland,18.983333333333334,11.232000000552127,Tuesday,1909.982473
R448A Refigerant Labels  3x5 Blue  need 100  10-18-24_HPW54.eps,2024-10-21,0 days 00:15:01,3811.0,70.57,40.56929134,1960.279408,0.4856259753345578,"High Performance White 54""",1.126639392,Roland,15.016666666666667,15.33700000263361,Monday,1850.720592
Ramirez Truck Decals & Boat Number Decals & 5x10 Please decal_HPW48.eps,2024-04-30,0 days 00:11:00,3116.0,57.69,27.69448819,1243.558843,0.6009117962130937,"Water Damaged HP White 54"" to 48""",0.8272515657,Roland,11.0,7.143999999387712,Tuesday,1872.441157
Reaching for a Star Need 525 5-22-24_INT30.eps,2024-05-22,0 days 00:30:00,3486.0,116.21,101.2082677,2883.001182,0.17297728571428572,"Intermediate White 30""",0.6078665562,Roland,30.0,12.170000000158815,Wednesday,602.998818
Real Inpact Elevate logo 8 27 24_INT54.eps,2024-08-30,0 days 00:25:03,3815.0,70.65,55.65275591,2525.232844,0.33807789148099604,"Intermediate White 54""",0.3814935333,Roland,25.05,6.690000000435887,Friday,1289.7671559999999
Reapers Decals 5-4-3 inch height 3-13-24_INT30.eps,2024-03-19,0 days 00:05:01,1296.0,43.19,28.19448819,774.9488183,0.40204566489197535,"Intermediate White 30""",0.6327127527,Roland,5.016666666666667,3.405000000195869,Tuesday,521.0511817
REAR - REDO  2024  Final  9-26-24 + WWT Decal 9-25-24_HPW36.eps,2024-09-26,0 days 00:25:57,4799.0,133.32,103.3192913,3544.421169,0.2614250533444467,"High Performance White 36""",0.2119522382,Roland,25.95,5.216999999257018,Thursday,1254.5788309999998
REDO TEXT  OZARK Commercial FINAL LOGO For Plex  2-23-24.eps_HPW24,2024-02-23,0 days 00:16:58,2478.0,103.24,73.23622047,1625.411597,0.3440631166263115,"High Performance White 24""",1.068165136,Roland,16.966666666666665,12.056999996982515,Friday,852.588403
Renew Counseling vista inserts_RUB36.eps,2024-04-11,0 days 00:01:04,770.0,21.39,6.388976378,220.2410955,0.7139726032467532,"Roll-up Banner 36""",0.5799462616,Roland,1.0666666666666667,0.8869999999021775,Thursday,549.7589045
Residential roof Brians Mags 4 16 24_MAG24.eps,2024-04-23,0 days 00:06:59,1306.0,54.43,24.43267717,556.1800763,0.5741347042113323,"Magnet 24""",0.4611168414,Roland,6.983333333333333,1.781000000229632,Tuesday,749.8199237
Resto Tech Web banner 3 18 24_BAN38.eps,2024-03-19,0 days 00:06:00,1445.52,38.04,23.04133858,853.4820238,0.40956747481875033,"Banner 38""",0.3166885681,Roland,6.0,1.8770000001132785,Tuesday,592.0379762
Resto-tech 5x3 banner 2 12 24_BAN38.eps,2024-03-13,0 days 00:50:04,11742.0,309.0,249.0,8839.5,0.2471895758814512,"Banner 38""",1.895461199,Roland,50.06666666666667,116.35367547611459,Wednesday,2902.5
Restoration house Rollup banner Need 2 4-24-24_RUB36.eps,2024-04-24,0 days 00:37:59,9381.0,208.47,178.4716535,5621.786822,0.4007262741711971,"Roll-up Banner 36""",1.639131524,Roland,37.983333333333334,63.99200000797206,Wednesday,3759.213178
Rhodey diecut door decals 7 9 24_HPW54.eps,2024-07-10,0 days 00:26:00,5819.0,107.76,77.76377953,3998.344125,0.31288122959271353,"High Performance White 54""",0.4122986787,Roland,26.0,11.447999998093108,Wednesday,1820.655875
Rhodey truck logos  2024_HPW54.eps,2024-02-29,0 days 00:23:08,6516.0,120.67,60.66653543,2996.108966,0.5401919941682014,"High Performance White 54""",0.8759176342,Roland,23.133333333333333,18.224615814612,Thursday,3519.891034
Roberts Electricoval mag 7 20 24_MAG24.eps,2024-07-22,0 days 00:07:00,1296.0,54.0,23.9996063,575.9811025,0.5555701369598766,"Magnet 24""",0.1405046097,Roland,7.0,0.5620000000092931,Monday,720.0188975
Roll up banner Fiinal Need 2  3-25-24_RUB36.eps,2024-03-26,0 days 00:36:58,7604.0,205.53,175.5267717,5533.930659,0.27223426367701214,"Roll-up Banner 36""",1.392034789,Roland,36.96666666666667,53.495999980845106,Tuesday,2070.0693410000003
Rolling Ridge Banner and Sale sign 6 11 24_BAN38.eps,2024-06-13,0 days 00:54:58,10448.86,274.97,244.9724409,8819.007874,0.15598372702859448,"Banner 38""",0.9233038587,Roland,54.96666666666667,56.54599999979086,Thursday,1629.8521259999998
Rollup Banner 4-2-24_RUB36.eps,2024-04-04,0 days 00:18:58,3728.0,103.57,88.56929134,2789.897807,0.2516368543454936,"Roll-up Banner 36""",1.035134689,Roland,18.966666666666665,20.05499999160227,Thursday,938.1021930000002
ruler_INT54.eps,2024-08-12,0 days 00:15:05,3031.0,56.12,11.12480315,192.8780995,0.9363648632464533,"Intermediate White 54""",0.05801186656,Roland,15.083333333333334,0.07770290673986391,Monday,2838.1219005
Safety Comm Cheyenne CYS 17 need 50 and CYS 18 Need 50 7-23-24_INT54.eps,2024-07-23,0 days 00:08:58,2036.0,32.32,17.31929134,878.4699135,0.568531476669941,"Intermediate White 54""",0.5489726997,Roland,8.966666666666667,3.3490000001341693,Tuesday,1157.5300865
Safety Committee Sticker LYH10  Need 50  4-24-24_INT54.eps,2024-04-24,0 days 00:07:05,1328.0,24.58,9.583464567,487.4248177,0.632963239683735,"Intermediate White 54""",0.5353194801,Roland,7.083333333333333,1.8119999999930643,Wednesday,840.5751823
Safety Committee Sticker NTT PH  4-5-24_INT30.eps,2024-04-05,0 days 00:06:55,872.0,29.07,14.06929134,402.3374196,0.5386038766055046,"Intermediate White 30""",0.5386523586,Roland,6.916666666666667,1.505000000142902,Friday,469.6625804
Safety Committee Sticker SAMSUNG WAREHOUSE  Need 50   6-20-24_INT30.eps,2024-06-21,0 days 00:05:04,2387.0,44.21,14.20826772,402.9610163,0.8311851628403855,"Intermediate White 30""",0.6293015694,Roland,5.066666666666666,1.7609999997542292,Friday,1984.0389837
Safety Committee Sticker Scannell Jacksonville Need 50  3-4-24_INT30.eps,2024-03-04,0 days 00:06:05,981.0,32.71,17.70826772,477.872245,0.5128723292558613,"Intermediate White 30""",0.612012945,Roland,6.083333333333333,2.0309999999736914,Monday,503.127755
SafetyCommitteeSticker KEYSTONE5 6 NEED 50   3-1-24_INT30.eps,2024-03-01,0 days 00:08:00,1026.0,34.21,19.20826772,513.5489183,0.4994649919103314,"Intermediate White 30""",0.4839733688,Roland,8.0,1.7260000002308817,Friday,512.4510817
SafetyCommitteeSticker SIUE  Need 50   5-9-24_INT54.eps,2024-05-10,0 days 00:05:02,1320.0,24.44,9.444488189,481.4048982,0.6352993195454546,"Intermediate White 54""",0.5417144715,Roland,5.033333333333333,1.811000000041141,Friday,838.5951018000001
Sample Print 2 electric boogaloo_TW24.eps,2024-08-15,0 days 00:10:58,2203.0,91.77,31.77401575,807.5853971,0.6334156163867453,"Translucent White 24""",2.551962935,Roland,10.966666666666667,14.312000001711505,Thursday,1395.4146028999999
sample print 3 trans white_TW24.eps,2024-08-20,0 days 00:08:05,1166.0,48.57,18.56929134,379.3764706,0.6746342447684391,"Translucent White 24""",0.8453028187,Roland,8.083333333333334,2.2269999996294283,Tuesday,786.6235294
sample print cut_HPW30.eps,2024-06-17,0 days 00:08:58,1825.0,60.82,30.81929134,746.0816556,0.5911881339178082,"High Performance White 30""",1.112307204,Roland,8.966666666666667,5.763000002056437,Monday,1078.9183444
Samsung Warehouse  taylor TX number 0001-0501_INT54.eps,2024-04-29,0 days 00:20:01,3004.0,83.46,53.45826772,2752.343111,0.08377393109187745,"Intermediate White 54""",0.7616085333,Roland,20.016666666666666,14.556999999354646,Monday,251.65688899999986
Samsung Warehouse  taylor TX number 0501-1001_R2P_INT54.eps,2024-09-16,0 days 00:19:01,3697.0,68.46,53.45826772,2752.343111,0.255519850960238,"Intermediate White 54""",0.6683759712,Roland,19.016666666666666,12.77499999923788,Monday,944.6568889999999
Santa Jeep - IJ180-CV3 - P1_HPW54.eps,2024-07-25,0 days 00:29:00,8681.0,160.75,130.75,6504.761024,0.2506898947125907,"High Performance White 54""",0.8269733477,Roland,29.0,37.356000000040005,Thursday,2176.2389759999996
Santa Jeep - IJ180-CV3 - P2_HPW54.eps,2024-07-25,0 days 00:32:59,8752.0,162.07,132.0692913,4741.65153,0.45822080324497255,"High Performance White 54""",1.2202027,Roland,32.983333333333334,40.17899999559119,Thursday,4010.34847
Santa Jeep - IJ180-CV3 - P3_HPW54.eps,2024-07-25,0 days 00:19:03,5483.0,101.54,71.54173228,3146.822243,0.4260765560824366,"High Performance White 54""",0.869402778,Roland,19.05,18.998999999558272,Thursday,2336.177757
Sausage Banner Date Change Decal & Oct 1st  9-10-24_INT60.eps,2024-09-11,0 days 00:10:00,2591.3999999999996,43.19,28.19448819,1589.070215,0.3867908408582233,"Intermediate White 60""",0.1766164877,Roland,10.0,1.949000000569332,Wednesday,1002.3297849999997
Sausage Banner Date Change Decal_INT60.eps,2024-09-12,0 days 00:09:58,2347.8,39.13,24.12519685,1359.72079,0.42085322855439133,"Intermediate White 60""",0.1594915674,Roland,9.966666666666667,1.50600000016296,Thursday,988.0792100000001
SBN Clover Sticker_1000 up_RFVW48.eps,2024-09-20,0 days 00:25:59,7038.0,146.62,86.61535433,3408.041389,0.5157656452117079,"Reflective White Vinyl 48""",0.3830507154,Roland,25.983333333333334,9.065643695619858,Friday,3629.958611
SBN Clover Sticker_RFVW30.eps,2024-08-08,0 days 00:10:03,2095.0,69.82,39.81929134,1128.751494,0.46121647064439136,"Reflective White Vinyl 30""",0.1927651933,Roland,10.05,1.510999999503985,Thursday,966.2485059999999
