Printer,Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Lenght,Print Lenght,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq in,MATERIAL FORMULA 1,MATERIAL FORMULA 2
HP,24x24_Diode_Dynamics_sign_need_2__3-4-24_CORPLS,03/05/2024,0:04:58,1156.8,24.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,24x24_NAIC1_staging_area_7-15-24_CORPL23,07/15/2024,0:05:17,576,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.6045,,Corragated Plastic 2' x 3' sheet
HP,24X24_No_Trespassing_need_6___6-24-24_ALMR,06/27/2024,0:33:55,3456,72,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0.2756666667,,Reflective Aluminum 4' x 8' sheet
HP,24x36_3_total_3mm_Poly-Metal_9-13-24_+_Tied_In_Jewelry_ALMS3,09/19/2024,0:18:08,3460.8,72.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.08184466019,,Aluminum 3mm acm 4' x 8' sheet
HP,24x36_No_Park_No_Standing_No_Stopping_Signs_5-1-24_CORPLS,05/02/2024,0:57:21,18451.2,384.4,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,24x36_VOTE_NO_ON_3__10-24-24_CORPL23,10/24/2024,0:19:27,1728,72,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,4.905333333,,Corragated Plastic 2' x 3' sheet
HP,2A__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:07:46,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2B__2x3_dF_coro_signs_2_of_each_3-26-24_CORPL23,03/26/2024,0:08:56,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2x_Spring_Charity_Lug_On_19.5x19.5__Need_17_total__3-13-24_CORPLS,03/18/2024,0:18:32,6084,156,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2x3_A_Frame_Insert_Signs_6-4-24_CORPLS,06/05/2024,0:06:55,3463.2,48.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2x3_A_Frame_Insert_Signs_6-4-24_p2_CORPLS,06/05/2024,0:04:50,3459.6,96.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2x3_a_frame_inserts_5-9-24_CORPL23,01/26/2273,0:21:09,2592,72,3,3,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2x3_Celebration_Sign_3-20-24_CORPLS,03/20/2024,0:07:12,1728,36,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2x3_Chart_Final__5-13-24_UFS,05/15/2024,0:12:03,0,0,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0,,Ultra Foam Sheet 4' x 8'
HP,2x3_Const_RUSH_Signs_5-SF__8-19-24_CORPLS,08/20/2024,0:18:05,4603.2,4603.2,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.652940563,,Corragated Plastic 4' x 8' sheet
HP,2x3_forklift_sign_6-26-24_ALMS3,06/27/2024,0:09:14,864,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.5,,Aluminum 3mm acm 4' x 8' sheet
HP,2x3_Insert_4th_of_july__7-1-24_CORPL23,07/01/2024,0:06:05,1728,48,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,2.802166667,,Corragated Plastic 2' x 3' sheet
HP,2x3_lift_safety_signs_10-1-24_CORPLS23,10/02/2024,1:07:55,21081.6,585.6,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,18.27420765,,Corragated Plastic 4' x 8' sheet
HP,2x3_NEW_Smoke_and_Vape_Shop__7-22-24_CORPL23,07/22/2024,0:06:22,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0.4533333333,,Corragated Plastic 2' x 3' sheet
HP,2x3_Notice_Danger_6-26-24_P1_ALMS3,06/26/2024,0:12:52,1819.2,48,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.198891821,,Aluminum 3mm acm 4' x 8' sheet
HP,2x3_Notice_Danger_6-26-24_P2_ALMS3,06/26/2024,0:07:23,867.6,24.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.7940248963,,Aluminum 3mm acm 4' x 8' sheet
HP,2x3_Our_Mission_Sign_9-19-24_ALMS3,09/19/2024,0:10:38,870.01,24.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.6974816381,,Aluminum 3mm acm 4' x 8' sheet
HP,2x3_Parish_Thanks_Signs_6-7-24_CORPL23,06/10/2024,0:06:08,1728,48,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2x3_Pick_up_Drop_off_6-28-24_ALMS3,07/01/2024,0:14:07,1728,36,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.170166667,,Aluminum 3mm acm 4' x 8' sheet
HP,2x3_smoke_vape_arrow_6-18-24_CORPL23,06/18/2024,0:03:31,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,2x3_Stadium_Closed_+_RULES_sign_9-20-24_+_WWT_ALMS08,09/26/2024,0:21:08,4612.8,96.1,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.6306243496,,Aluminum .08 4' x 8' sheet
HP,2x3_STEM_Block_signs__7-18-24_UFS,07/19/2024,0:09:59,3451.2,71.9,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.1792489569,,Ultra Foam Sheet 4' x 8'
HP,2x3_Warning_Sign_4-29-24_ALMR,04/30/2024,0:23:36,1728,36,1,1,Can't Estimate Waste,Reflective Aluminum 4' x 8' sheet,0,,Reflective Aluminum 4' x 8' sheet
HP,2X3_yard_signs_SIN__3-26-24_CORPLS,03/26/2024,0:09:32,3456,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,2x6_Donations_4-10-24_and_Wright_Zero_Punchlist_ALMS3,04/12/2024,0:18:20,4622.41,96.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,3__18X24_Giveaway_Signs_DF__4-2-24_CORPL1824,04/03/2024,0:07:30,864,48,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,3__1x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS,04/02/2024,0:08:55,3684.6,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,3__8.5x11_Single_Sponsor_signs_4-silvers__2-14-24~1,02/15/2024,0:02:07,374,0,1,1,Can't Estimate Waste,,0,,
HP,3__All_Golf_Signs_4-5-24_CORPLS,04/09/2024,0:10:04,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,3__McCarthy_x2_Construction_Crossing_Ahead_4x4_Need_4__2-28-24_ALMS3,02/29/2024,0:43:43,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,3__Villa_Rustic_Rodeo_18_x24_2_7_24_CORPL1824,02/12/2024,0:10:14,3988.8,0,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,3__west_community_-_24x24_set_2_2-22-24_PVC6,02/28/2024,0:15:11,4608,96,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,3__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/08/2024,1:03:36,35200,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,3__x6_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,03/08/2024,0:52:57,19200,480,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,3_22x28_Cardinals_3_various_signs_5-14-24_PVC3,05/15/2024,0:08:55,1234.8,44.1,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,3_2x-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/21/2024,0:58:31,8360,190,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,2.962507177,,Aluminum 3mm acm 4' x 8' sheet
HP,3_Bed_Townhome_24x18_2_13_24~1,03/31/2148,0:22:24,22104,0,2,2,Can't Estimate Waste,,0,,
HP,3_Friendship_Village_SNR_Delivery_coros_5_30_24_CORPL1824,05/31/2024,0:02:34,1296,72,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,3_hiring_vinyl_signs_CORPL23,04/18/2024,0:12:06,864,24,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,3_McCarthy_4.23.24_ALMS3,04/26/2024,1:00:33,13824,288,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,3_SSM_Sponsor_Signs_CORPL1824,04/15/2024,0:02:16,432,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,3_WWT - Various Ship Recieve signs 4-25-24 & McKelvey Manor 5-1-24_ALMS08,05/02/2024,0:21:11,4608,96,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,30x30 Road Info Sign 7-16-24_P2_&_DNI Twin Chimneys Bather Bool Signs 7 17 24_ALMS08,07/22/2024,0:14:16,2100,50,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.62688,,Aluminum .08 4' x 8' sheet
HP,30x30_Road_Info_Sign_7-16-24_ALMS08,07/19/2024,0:16:39,3249,90,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0.8126759003,,Aluminum .08 4' x 8' sheet
HP,367_Auto_ALMS3~1,06/03/2024,0:32:18,3456,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,36x60_De-Install_need_3_SF__4-1-24_CORPLS,04/03/2024,0:27:45,6490.8,180.3,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,36x60_Lot_4_Sale_6-25-24_CORPLS,06/25/2024,0:10:30,4327.2,120.2,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.028685524,,Corragated Plastic 4' x 8' sheet
HP,36x60_Test_Lab_Area_need_3_SF__3-4-24_CORPLS~1,03/06/2024,0:25:00,6490.8,180.3,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,3x3 Off Airport 5-23-24 & 12x18 Do Not Enter 5.24.24_ALMS08,05/28/2024,0:18:05,3456,72,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,3x3_main_entrance_RUSH__5-10-24_ALMS3,05/10/2024,0:10:16,1299.6,36.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,3x3_No_Trespassing_Sign_Need_5__10-1-24_ALMS3,10/03/2024,0:32:01,5184,144,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,3.055,,Aluminum 3mm acm 4' x 8' sheet
HP,3x5_ACM_sponsor_sign_ALMS3,03/22/2024,0:10:56,2163.6,60.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,3x5_Coro_Signs_need_8_SF__9-9-24_CORPLS,05/21/2149,1:38:37,17308.8,480.8,2,2,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.727853577,,Corragated Plastic 4' x 8' sheet
HP,4__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~2,04/02/2024,0:15:28,4327.2,120.2,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,4__2x3_Trivia_Signs__2024__Sponsor_signs__2-14-24~2,02/15/2024,0:10:04,4272,0,1,1,Can't Estimate Waste,,0,,
HP,4__McCarthy_x5_MUSTER_Point__4x4_Need_10__2-28-24_ALMS3,03/04/2024,2:00:42,23040,480,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,4__west_community_-_24x24_set_2_2-22-24_PVC6,02/28/2024,0:12:29,3456,72,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,4__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/07/2024,1:56:03,38400,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,4__x6_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,03/08/2024,0:53:19,19200,480,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,4_-_Single_Face_18x24_Retirement_3-27-24_CORPLS,03/28/2024,0:08:52,1732.8,36.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,4_McCarthy_4.23.24_ALMS3,04/29/2024,0:43:24,4464,93,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,44.5x28.5__card_Entry_Exit__8-26-24_+_rehn_quist_tree_recycle_8-27-24_ALMS3,09/03/2024,0:15:11,2336.25,52.5,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.3621187801,,Aluminum 3mm acm 4' x 8' sheet
HP,44.5x28.5__Card_Entry_Exit_NEW_10-3-24_+_Commerce_Signs_10-4-24,10/04/2024,0:20:18,4248,88.5,1,1,Can't Estimate Waste,,1.229186441,,
HP,48_x_16_ultrafoam_UFS~1,10/10/2024,0:12:46,833,49,1,1,Can't Estimate Waste,Ultra Foam Sheet 4' x 8',0.2081344538,,Ultra Foam Sheet 4' x 8'
HP,48x12 Pallet sign 7-17-24_ALMS6 & Renquest 6x4 map sign 7 2 24_ALMS6,07/18/2024,0:19:30,4608,96,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0.57275,,Aluminum 6mm acm 4' x 8' sheet
HP,48x12_Pallet_sign_6-5-24_ALMS6~1,06/17/2024,1:59:35,18432,384,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,0,,Aluminum 6mm acm 4' x 8' sheet
HP,48x12_Pallet_sign_7-17-24_ALMS6,07/18/2024,0:21:11,4608,96,1,1,Can't Estimate Waste,Aluminum 6mm acm 4' x 8' sheet,1.19384375,,Aluminum 6mm acm 4' x 8' sheet
HP,4th_july_parking_coros_6-14-24_CORPL1824,06/14/2024,0:01:58,864,36,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0,,"Corragated Plastic 18"" x 24"" sheet"
HP,4th_july_parking_coros_6-14-24_CORPLS,06/14/2024,0:07:00,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,4x17_WU_Restricted_parking_6-26-24_STY~1,06/27/2024,0:08:26,1360,80,1,1,Can't Estimate Waste,Styrene,2.892282353,,Styrene
HP,4x4__NARROW_BRIDGE_Need_4total__10-10-24_ALMS3,10/10/2024,0:41:46,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,3.30221875,,Aluminum 3mm acm 4' x 8' sheet
HP,4x4_Casey_Fork_Solar_Left_Arrow_Need_2__4-1-24_ALMS3,04/02/2024,0:18:03,4612.8,96.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,4x4_DANGER__Overhead_Power_Lines___9-18-24_ALMS3,09/18/2024,0:42:41,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,3.34621875,,Aluminum 3mm acm 4' x 8' sheet
HP,4x4_DANGER__Overhead_Power_Lines___9-5-24_ALMS3,09/05/2024,0:39:11,9216,192,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,3.34621875,,Aluminum 3mm acm 4' x 8' sheet
HP,4x4_Donations_4-10-24_ALMS3,04/12/2024,0:15:28,2304,48,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,4x6 Majeed Address Shop Sign 7-22-24 & 6x24 Call Sharon Bouse Rider 7-22-24_CORPLS,07/22/2024,0:17:24,4320,90,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.712133333,,Corragated Plastic 4' x 8' sheet
HP,4x6_coro_final_sign_8-26-24_CORPLS,09/03/2024,0:15:24,3460.8,72.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0.6595839112,,Corragated Plastic 4' x 8' sheet
HP,4x8_-_WSD_Project_Sign_6-7-24_ALMS3,06/10/2024,0:19:32,4612.8,96.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,4x8_2nd_Chance_RV_Sign_NEW__4-24-24_CORPLS,04/24/2024,0:13:09,4608,96,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,4x8_Casey_Fork_Solar_NO_ARROW__4-1-24_ALMS3,04/02/2024,0:17:05,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,4x8_Casey_Fork_Solar_Right_Arrow__4-1-24_ALMS3,04/02/2024,0:17:19,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,5__24x54_Qty-1__2-22-24_PVC6,02/28/2024,0:05:51,1296,54,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,5__2x_-_Family_Golf_Sponsorship_coros_23_x_40_CORPLS~1,04/02/2024,0:14:18,4327.2,120.2,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,5__McCarthy_x6_Over_head_Power_lines_3x4_need_12__2-28-24_ALMS3,03/04/2024,1:47:29,20736,432,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,5__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24,02/07/2024,0:07:57,3200,0,1,1,Can't Estimate Waste,,0,,
HP,5__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,03/08/2024,0:07:41,3204,80.1,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,5_-_2x3_facepaint_signs_DF_A-B__6-5-24_Back_CORPL23,06/06/2024,0:12:00,13968,388,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,5_-_2x3_facepaint_signs_DF_A-B__6-5-24_CORPL23,06/06/2024,0:11:38,6912,192,1,1,Can't Estimate Waste,Corragated Plastic 2' x 3' sheet,0,,Corragated Plastic 2' x 3' sheet
HP,5-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/20/2024,0:19:26,4612.8,4612.8,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.7214672216,,Aluminum 3mm acm 4' x 8' sheet
HP,50th_NIX_Sign_18x24_9-9-24_CORPL1824,09/09/2024,0:06:26,432,18,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.5696666667,,"Corragated Plastic 18"" x 24"" sheet"
HP,5x_-Ron_Ruzicka_18x24_kirkwood_council_Need_50_DF__2-23-24_CORPLS,02/26/2024,2:25:21,21600,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,6__36x48_various_5-total__2-22-24_PVC6,02/28/2024,0:12:31,3456,72,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,6__McCarthy_x11_PPE_Required_4x4_Need_22__2-28-24_ALMS3,03/05/2024,4:29:32,50688,1056,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,6__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/07/2024,0:08:59,3200,0,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,6_22x28_Cardinals_3_various_signs_5-14-24_PVC3~2,05/15/2024,0:07:29,646.36,22.6,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,6-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/20/2024,0:12:40,2508,57,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.629588517,,Aluminum 3mm acm 4' x 8' sheet
HP,6x12_arrow_ALM1218,03/06/2024,0:07:21,435.6,24.2,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,6x24_Call_Sharon_Bouse_Rider_7-22-24_CORPL1824,07/22/2024,0:03:06,433.8,24.1,1,1,Can't Estimate Waste,"Corragated Plastic 18"" x 24"" sheet",0.4653941909,,"Corragated Plastic 18"" x 24"" sheet"
HP,6x24_rider_June_4-29-24_CORPLS,04/30/2024,0:04:41,578.4,24,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,0,,Corragated Plastic 4' x 8' sheet
HP,6X24_TAG_Sale_Signs_8-14-24_Back_PVC3,08/16/2024,0:28:07,5040,210,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,11.3232,,PVC 3mm 4' x 8' sheet
HP,6X24_TAG_Sale_Signs_8-14-24_PVC3,08/16/2024,0:29:32,5760,120,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,6.4799,,PVC 3mm 4' x 8' sheet
HP,7__36x48_various_5-total__2-22-24_PVC6,02/28/2024,0:12:15,3456,72,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,7__McCarthy_BLOCK_1-8_24x24_signs_2-28-24_ALMS3,03/01/2024,0:18:03,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,7__x1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24,02/09/2024,0:06:55,800,0,1,1,Can't Estimate Waste,,0,,
HP,7-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/20/2024,0:19:14,3892.8,81.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,1.249124538,,Aluminum 3mm acm 4' x 8' sheet
HP,7.2-PRINT_v3_ALMS3-4X10,05/23/2149,1:30:28,17280,144,2,2,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,3.477775,,Aluminum 3mm acm 4' x 8' sheet
HP,8__36x48_various_5-total__2-22-24_PVC6,02/28/2024,0:08:27,1728,36,1,1,Can't Estimate Waste,PVC 6mm 4' x 8' sheet,0,,PVC 6mm 4' x 8' sheet
HP,8__McCarthy_BLOCK_9-16_24x24_signs_2-28-24_ALMS3,03/05/2024,0:19:32,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,8-Various_Signs_McCarthy_8-15-24_No_Tres_14x10_ALMS3,08/21/2024,0:21:07,4612.8,96.1,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.5657544225,,Aluminum 3mm acm 4' x 8' sheet
HP,8.5x11_caution_micro_signs_need_5__3-19-24_ALMS08,03/19/2024,0:07:49,497.25,25.5,1,1,Can't Estimate Waste,Aluminum .08 4' x 8' sheet,0,,Aluminum .08 4' x 8' sheet
HP,8.5x11_Signs_Notice_9-10-24_ALMS3,09/10/2024,0:05:55,187,17,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0.7461818182,,Aluminum 3mm acm 4' x 8' sheet
HP,8.5x11_Worship_Sign_3-26-24_PVC3,03/26/2024,0:05:56,93.5,11,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0,,PVC 3mm 4' x 8' sheet
HP,8x12_Concealed_No_Smoke_Signs_5-9-24_ALM1218_01~1,05/10/2024,0:03:30,97.2,8.1,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,8x12_Concealed_No_Smoke_Signs_5-9-24_ALM1218_02~1,05/10/2024,0:03:30,97.2,8.1,1,1,Can't Estimate Waste,Aluminum 12 x 18 sheets,0,,Aluminum 12 x 18 sheets
HP,9__McCarthy_BLOCK_17-24_24x24_signs_2-28-24_ALMS3,03/05/2024,0:18:16,4608,96,1,1,Can't Estimate Waste,Aluminum 3mm acm 4' x 8' sheet,0,,Aluminum 3mm acm 4' x 8' sheet
HP,9.25x5 SF color blocks for discount markers on 4x4 sign NEW ORANGE 7-11-24_PVC3,07/12/2024,0:05:45,414,45,1,1,Can't Estimate Waste,PVC 3mm 4' x 8' sheet,0.4497391304,,PVC 3mm 4' x 8' sheet
HP,a_frame_inserts_6_24_24_1Back_CORPLS,06/28/2024,0:06:23,3456,72,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.197083333,,Corragated Plastic 4' x 8' sheet
HP,a_frame_inserts_6_24_24_1Front_CORPLS~1,06/28/2024,0:39:40,3456,72,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.197083333,,Corragated Plastic 4' x 8' sheet
HP,a_frame_inserts_6_24_24_2Back_CORPLS,06/28/2024,0:05:48,1728,36,1,1,Can't Estimate Waste,Corragated Plastic 4' x 8' sheet,1.429916667,,Corragated Plastic 4' x 8' sheet
