" Pring Log -
  Printer","------------------------------------------------------------------
File Name",Date,Total Print Time,Area of Print (in),Total Print Lenght,Material,
HP,Stone_BridgeTuscan_Ridge_4x8_3_21_24_ALMS6,03/22/2024,,9216,192,Aluminum 6mm acm 4' x 8' sheet,
Roland,Name decal overlay Morgan Geiler  3-22-24_INT30.eps,03/22/2024,0:01:55,829,32.42,"Intermediate White 30""",
HP,3x5_ACM_sponsor_sign_ALMS3,03/22/2024,0:10:56,2163.6,60.1,Aluminum 3mm acm 4' x 8' sheet,
Roland,Welcome Banner 3-19-24_Redo_BAN54.eps,03/22/2024,0:25:00,5634,128.01,"Banner 54""",
Roland,Welcome Banner 3-19-24_BAN54.eps,03/22/2024,0:25:01,5634,128.01,"Banner 54""",
Roland,A frame soft opening int overlays_INT30.eps,03/22/2024,0:06:01,1009,44.88,"Intermediate White 30""",
Roland,2024 I Survived my Internship at Clayco need 200 decals  3-21-24_INT30.eps,03/22/2024,0:19:03,2578,106.44,"Intermediate White 30""",
Roland,2x2 Safety Sticker Need 150 3-22-24_INT30.eps,03/22/2024,0:10:59,1603,66.19,"Intermediate White 30""",
Roland,ANOTHER WILD GOOSE CHASE MAG 18x13.5  10-11-2021_MAG24.eps,03/22/2024,0:05:04,784,43.51,"Magnet 24""",
HP,18x24_Pedicure_$5_Yard_Signs_3-22-24_CORPL1824,03/22/2024,1:35:59,44400,1850,"Corragated Plastic 18"" x 24"" sheet",
HP,A_frame_soft_opening_inserts_CORPL23~2,03/21/2024,0:05:30,1728,48,Corragated Plastic 2' x 3' sheet,
Roland,Knights & Ladies Aux Rollup Banner 3-20-24_RUB36.eps,03/21/2024,0:18:01,3721,118.03,"Roll-up Banner 36""",
Roland,Todds Friend ChadBoatLogos_3.21.24_HPW24.eps,03/21/2024,0:13:01,1838,85.00,"High Performance White 24""",
Roland,Gateway 61 vinyl wall job 3 21 24_HPW30.eps,03/21/2024,0:06:03,1127,41.51,"High Performance White 30""",
HP,Pro_Pool_18x24_Work_at_pool_-_1_color_DF_3-21-24_CORPL1824,03/21/2024,0:15:38,44352,1840,"Corragated Plastic 18"" x 24"" sheet",
Roland,Landmark Builders Sprinter damaged side 250 3 15 24_side_HPW30.eps,03/21/2024,0:17:02,2766,98.26,"High Performance White 30""",
Roland,MVP Tracktime E36 BMW M3 3 20 24_HPW24.eps,03/20/2024,0:12:04,974,85.07,"High Performance White 24""",
Roland,Luz Landscaping Mags 24x12_MAG24.eps,03/20/2024,0:05:57,934,42.01,"Magnet 24""",
HP,Enterprise Truck Rental Goals 54''x43.2'' 3-19-24 and Easter Final_ALMS3,03/20/2024,0:19:33,4147.2,96,Aluminum 3mm acm 4' x 8' sheet,
HP,2x3_Celebration_Sign_3-20-24_CORPLS,03/20/2024,0:07:12,1728,36,Corragated Plastic 4' x 8' sheet,
Roland,1) Mccarthy 20 ft lock box containers 3 20 24_HPW54 .eps,03/20/2024,0:38:58,7571,145.90,"High Performance White 54""",
Roland,2) Mccarthy 20 ft lock box containers 3 20 24_HPW54 .eps,03/20/2024,2:16:05,27147,613.89,"High Performance White 54""",
HP,Easter_FINAL__24x36___signs__3-19-24_ALMS3~1,03/20/2024,0:09:11,871.2,36.3,Aluminum 3mm acm 4' x 8' sheet,
HP,10x14_NOTICE_signs_Need_20_total_3-19-24_ALMS08~1,03/20/2024,0:14:07,2800,70,Aluminum .08 4' x 8' sheet,
HP,15X24_SIGN_for_doors_need_2__3-18-24_ALMS08,03/19/2024,0:06:23,723,24.1,Aluminum .08 4' x 8' sheet,
HP,8.5x11_caution_micro_signs_need_5__3-19-24_ALMS08,03/19/2024,0:07:49,497.25,25.5,Aluminum .08 4' x 8' sheet,
HP,Cards_$300_22x28_coro_signs_need_5__3-13-24_CORPLS,03/19/2024,0:11:52,3696,84,Corragated Plastic 4' x 8' sheet,
Roland,Reapers Decals 5-4-3 inch height 3-13-24_INT30.eps,03/19/2024,0:05:01,1600,58.19,"Intermediate White 30""",
HP,FDC_Impact_Stratagies_3_19_24_ALMR,03/19/2024,0:13:27,608,16,Reflective Aluminum 4' x 8' sheet,
Roland,Wiethop Open Closed Signs 3 21 22_HPW30.eps,03/19/2024,0:10:03,1460,56.86,"High Performance White 30""",
HP,15X24_SIGN_for_doors_need_2__3-18-24_ALM1824,03/19/2024,0:06:51,361.5,24.1,Aluminum 18 x 24 sheets,
Roland,10x7 caution this euipment need 5  3-19-24_HPW30.eps,03/19/2024,0:08:01,1190,52.07,"High Performance White 30""",
Roland,Resto Tech Web banner 3 18 24_BAN38.eps,03/19/2024,0:06:00,1965,53.04,"Banner 38""",
HP,SUPER PARK 24X36 SUPER PARK SPECIAL B&C  NEW  3-7-24_ALMS3,03/18/2024,0:16:50,2889.6,60.2,Aluminum 3mm acm 4' x 8' sheet,
HP,DNI_Rupel_Farms_Election_Meeting_3_18_24_CORPLS,03/18/2024,0:03:28,324,18,Corragated Plastic 4' x 8' sheet,
Roland,Motion Ortho Creve Coeur 2 114 24_RUB36.eps,03/18/2024,0:41:58,7860,259.47,"Roll-up Banner 36""",
Roland,DNI Somerset date change 3 18 24_INT30.eps,03/18/2024,0:10:02,2014,81.56,"Intermediate White 30""",
Roland,MIAAA  31.5x16 Plat-Gold-Silver-Bronze Sponsor  FINAL New 3-14-24_BAN38.eps,03/18/2024,0:13:01,3422,95.01,"Banner 38""",
HP,132-2401C_Poster_Cards_Checking__22x28__Need_2__3-13-24_PVC3,03/18/2024,0:09:52,1232,28,PVC 3mm 4' x 8' sheet,
HP,12x18_Warning_Tow_Signs_3-18-24_ALMR,03/18/2024,0:18:21,864,18,Reflective Aluminum 4' x 8' sheet,
HP,MSD_Keeley_Woodson_sanitary_Wastewate_2_14_24_ALMS6,03/18/2024,0:16:29,3460.8,72,Aluminum 6mm acm 4' x 8' sheet,
Roland,ATTENTION Mags 12x12  3-14-24_MAG24.eps,03/18/2024,0:07:59,1242,53.99,"Magnet 24""",
HP,1x_Spring_Charity_Lug_On_19.5x19.5__Need_17_total__3-13-24_CORPLS,03/18/2024,0:05:15,380.25,19.5,Corragated Plastic 4' x 8' sheet,
HP,2x_Spring_Charity_Lug_On_19.5x19.5__Need_17_total__3-13-24_CORPLS,03/18/2024,0:18:32,6084,156,Corragated Plastic 4' x 8' sheet,
Roland,GMB 4X4 LOGO BANN 3 14 24_BAN54.eps,03/18/2024,0:12:03,4000,80.00,"Banner 54""",
Roland,SVDP LOGO 14'' Dia. MAG  NEED 4   3-14-24_MAG24.eps,03/18/2024,0:10:58,1738,78.97,"Magnet 24""",
Roland,Caplaco Silver Pancake House_HPW30.eps,03/18/2024,0:10:04,1460,67.71,"High Performance White 30""",
Roland,Ferguson Decal 3-18-24_INT30.eps,03/18/2024,0:29:50,4195,163.89,"Intermediate White 30""",
Roland,Landmark Builders Sprinter damaged side 250 3 15 24_HPW30.eps,03/18/2024,0:13:56,2143,88.54,"High Performance White 30""",
Roland,Banner_BAN54.eps,03/15/2024,1:01:59,14187,272.14,"Banner 54""",
Roland,Resto-tech 5x3 banner 2 12 24_BAN38.eps,03/13/2024,0:50:04,13100,369.00,"Banner 38""",
Roland,Control Tac Logos - Final(1)_HPW54.eps,03/13/2024,0:20:02,5314,103.69,"High Performance White 54""",
Roland,Wash U IT Damaged Transit logos 2 12 24_HPW54.eps,03/12/2024,0:20:00,2381,105.25,"High Performance White 54""",
HP,18x24_yard_signs_ONE__11-1-22_CORPLS,03/12/2024,0:17:12,11088,462,Corragated Plastic 4' x 8' sheet,
HP,18x24_yard_signs_4-11-22_CORPLS,03/12/2024,0:52:09,8640,180,Corragated Plastic 4' x 8' sheet,
HP,EASTER_Signs_10_-_11x7_and_2_-_18x24__3-7-24_CORPLS,03/11/2024,0:08:40,3525,75,Corragated Plastic 4' x 8' sheet,
HP,2__Bellerive_Raquets_Parking_Signs_3_9_24_ALMR,03/11/2024,0:07:40,432,24,Reflective Aluminum 4' x 8' sheet,
HP,1__Bellerive_Raquets_Parking_Signs_3_9_24_ALMR,03/11/2024,0:16:43,864,18,Reflective Aluminum 4' x 8' sheet,
HP,Markway_18x24_Sign_Layout_3-8-24_CORPLS,03/11/2024,0:24:28,4320,90,Corragated Plastic 4' x 8' sheet,
Roland,Wash U 6372 6380 delmar reserved 3 9 24_HPW24.eps,03/11/2024,0:06:57,962,47.85,"High Performance White 24""",
HP,1__Prizes_3-5-24_CORPLS,03/11/2024,0:14:55,4608,96,Corragated Plastic 4' x 8' sheet,
HP,2__Prizes_3-5-24_CORPLS,03/11/2024,0:09:40,4136,94,Corragated Plastic 4' x 8' sheet,
Roland,50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,03/11/2024,0:47:01,13020,254.12,"Intermediate White 54""",
Roland,True Title_Wall Logo Print_HPW54.eps,03/11/2024,0:42:01,7488,156.14,"High Performance White 54""",
Roland,Testing Center 2-21-24_RUB36.eps,03/11/2024,0:07:56,3091,90.92,"Roll-up Banner 36""",
HP,2__x6_-_Various_Marker_Signs_20x40_need_25_of_each_2-1-24_CORPLS,03/08/2024,1:06:09,19200,480,Corragated Plastic 4' x 8' sheet,
HP,Ron_Ruzicka_18x24_kirkwood_council_Need_50_DF__2-23-24_CORPLS,03/08/2024,,21600,450,Corragated Plastic 4' x 8' sheet,
HP,4__x6_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,03/08/2024,0:53:19,19200,480,Corragated Plastic 4' x 8' sheet,
Roland,Various HI TAC Decals 25 of each 4x12  2-1-24_HTV54.eps,03/08/2024,0:32:58,7840,152.60,High Tack Vinyle,
Roland,1 up_Cedar Specialist Van Mags Need 2 18x30  3-3-2020_MAG24.eps,03/08/2024,0:17:00,2160,120.00,"Magnet 24""",
HP,5__x_1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,03/08/2024,0:07:41,3204,80.1,Corragated Plastic 4' x 8' sheet,
HP,3__x6_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,03/08/2024,0:52:57,19200,480,Corragated Plastic 4' x 8' sheet,
Roland,Handicap Fine Chase2_RFV48.eps,03/07/2024,0:06:01,850,35.92,Reflective Vinyl,
HP,Cottleville_12x12_ACM__need_6_3-7-24_ALMS3,03/07/2024,0:06:51,1154.4,48.1,Aluminum 3mm acm 4' x 8' sheet,
HP,Commerce_No_Idle_3_7_24_ALM1824~1,03/07/2024,0:08:53,864,36,Aluminum 18 x 24 sheets,
Roland,Handicap Fine Chase_RFV48.eps,03/07/2024,0:15:56,1432,56.07,Reflective Vinyl,
Roland,PIRATES Skull Logo Decals Various Sizes 3-7-24_INT30.eps,03/07/2024,0:05:57,971,41.94,"Intermediate White 30""",
HP,1__x6_-_Various_Marker_Signs_20x40_need_25_of_each_2-1-24_CORPLS,03/07/2024,0:59:02,19200,480,Corragated Plastic 4' x 8' sheet,
HP,No_Parking_18_x_24__ALM1824,03/06/2024,0:09:42,1728,72,Aluminum 18 x 24 sheets,
HP,No_Parking_12_x_18__ALM1218,03/06/2024,0:06:53,1296,72,Aluminum 12 x 18 sheets,
HP,Portrait_Core_Dock_Signs_2_14_24_ALMS6,03/06/2024,0:06:15,6955.26,144.6,Aluminum 6mm acm 4' x 8' sheet,
HP,6x12_arrow_ALM1218,03/06/2024,0:07:21,435.6,24.2,Aluminum 12 x 18 sheets,
HP,36x60_Test_Lab_Area_need_3_SF__3-4-24_CORPLS~1,03/06/2024,0:25:00,6490.8,180.3,Corragated Plastic 4' x 8' sheet,
Roland,WWT Decals for signsv3 3-5-24_INT54.eps,03/06/2024,0:11:56,2718,54.92,"Intermediate White 54""",
HP,18x24_EV_Shuttles_ALM1824,03/06/2024,0:08:34,1728,72,Aluminum 18 x 24 sheets,
HP,Frederic_Roofing_3x10_sign_2-29-24_ALMS3-4X10,03/06/2024,0:28:56,4332,36.1,Aluminum 3mm acm 4' x 8' sheet,
Roland,QR Code_Lash Mi_HPW54.eps,03/05/2024,0:05:00,970,37.69,"High Performance White 54""",
HP,9__McCarthy_BLOCK_17-24_24x24_signs_2-28-24_ALMS3,03/05/2024,0:18:16,4608,96,Aluminum 3mm acm 4' x 8' sheet,
HP,8__McCarthy_BLOCK_9-16_24x24_signs_2-28-24_ALMS3,03/05/2024,0:19:32,4608,96,Aluminum 3mm acm 4' x 8' sheet,
HP,12__McCarthy_x2_-Be_Prepared_To_Stop_36x36_Need_4__2-28-24_ALMS3,03/05/2024,0:27:58,5256,144,Aluminum 3mm acm 4' x 8' sheet,
HP,24x24_Diode_Dynamics_sign_need_2__3-4-24_CORPLS,03/05/2024,0:04:58,1156.8,24.1,Corragated Plastic 4' x 8' sheet,
HP,CMA_Chesterfield_Village_Pool_Rules_3_4_24_ALMS3,03/05/2024,0:10:37,1264.2,30.1,Aluminum 3mm acm 4' x 8' sheet,
Roland,Doll tranzit 150 #89 logos 2024_HPW54.eps,03/05/2024,0:07:55,1997,42.39,"High Performance White 54""",
HP,6__McCarthy_x11_PPE_Required_4x4_Need_22__2-28-24_ALMS3,03/05/2024,4:29:32,50688,1056,Aluminum 3mm acm 4' x 8' sheet,
HP,1__2024_8th_grade_cingrats_signs_FINAL_Sheet_one_3-4-24_CORPLS,03/05/2024,0:20:12,4320,90,Corragated Plastic 4' x 8' sheet,
HP,CPM_Clarkson_Woods_Common_Ground_3_4_24_ALM1824,03/05/2024,0:08:57,864,36,Aluminum 18 x 24 sheets,
HP,10__McCarthy_BLOCK_25-32_24x24_signs_2-28-24_ALMS3,03/05/2024,0:19:28,4608,96,Aluminum 3mm acm 4' x 8' sheet,
HP,11__McCarthy_BLOCK_33-40_24x24_signs_2-28-24_ALMS3,03/05/2024,0:18:13,4608,96,Aluminum 3mm acm 4' x 8' sheet,
Roland,WWT Decals for signs 3-5-24_INT54.eps,03/05/2024,0:19:58,5327,108.19,"Intermediate White 54""",
Roland,MMAA Traile Logo 2 29 24_HPW54.eps,03/04/2024,1:07:05,14568,312.08,"High Performance White 54""",
HP,4__McCarthy_x5_MUSTER_Point__4x4_Need_10__2-28-24_ALMS3,03/04/2024,2:00:42,23040,480,Aluminum 3mm acm 4' x 8' sheet,
HP,5__McCarthy_x6_Over_head_Power_lines_3x4_need_12__2-28-24_ALMS3,03/04/2024,1:47:29,20736,432,Aluminum 3mm acm 4' x 8' sheet,
Roland,Vetta Humphrey orthodontics 14 ft x 42inch board advertisement 2 9 24_HTV54.eps,03/04/2024,0:58:01,8717,199.94,High Tack Vinyle,
HP,Brittany_Thank_You_UFS,03/04/2024,0:06:05,385.2,21.4,Ultra Foam Sheet 4' x 8',
Roland,Premier Dental 10in and 5in Decals 3-4-24_HPW60.eps,03/04/2024,0:18:00,3814,69.69,"High Performance White 60""",
Roland,Safety Committee Sticker Scannell Jacksonville Need 50  3-4-24_INT30.eps,03/04/2024,0:06:05,1287,47.71,"Intermediate White 30""",
HP,1__McCarthy_x4_trucks_Entering_and_Leaving_4x4_Need_8__2-28-24_ALMS3,03/01/2024,1:24:55,18432,384,Aluminum 3mm acm 4' x 8' sheet,
HP,2__McCarthy_x6_Danger_Overhead_Power_Lines___4x4_Need_12__2-28-24_ALMS3,03/01/2024,2:08:57,27648,576,Aluminum 3mm acm 4' x 8' sheet,
HP,Gas_Signs_Various_3-1-24_ALMS6,03/01/2024,0:09:05,1944,81,Aluminum 6mm acm 4' x 8' sheet,
Roland,Daley Design ADJ Final Run 2 28 24_HPW54.eps,03/01/2024,0:30:02,6805,131.64,"High Performance White 54""",
Roland,SafetyCommitteeSticker KEYSTONE5 6 NEED 50   3-1-24_INT30.eps,03/01/2024,0:08:00,1316,49.21,"Intermediate White 30""",
HP,7__McCarthy_BLOCK_1-8_24x24_signs_2-28-24_ALMS3,03/01/2024,0:18:03,4608,96,Aluminum 3mm acm 4' x 8' sheet,
HP,3__McCarthy_x2_Construction_Crossing_Ahead_4x4_Need_4__2-28-24_ALMS3,02/29/2024,0:43:43,9216,192,Aluminum 3mm acm 4' x 8' sheet,
Roland,94x46 Lalas Decals 2-28-24_x2_HPW54.eps,02/29/2024,0:52:57,12127,251.42,"High Performance White 54""",
HP,Hottle_ALMS3_2.29.24~1,02/29/2024,0:21:09,2208,96,Aluminum 3mm acm 4' x 8' sheet,
Roland,Equip-Decals 6x12 2-29-24_HPW30.eps,02/29/2024,0:05:59,1127,43.69,"High Performance White 30""",
Roland,Rhodey truck logos  2024_HPW54.eps,02/29/2024,0:23:08,5834,120.67,"High Performance White 54""",
HP,13__McCarthy_2x_-_4x4_No_Solar_Traffic_need_4_2-29-24_ALMS3,02/29/2024,0:51:49,9216,192,Aluminum 3mm acm 4' x 8' sheet,
HP,PVC6mm_OBG_Redo,02/29/2024,0:28:30,2116,23,PVC 6mm 4' x 8' sheet,
HP,18x24_CORO_Sign_New_Need_50_2-29-24_CORPLS,02/29/2024,1:06:20,21600,450,Corragated Plastic 4' x 8' sheet,
HP,3__west_community_-_24x24_set_2_2-22-24_PVC6,02/28/2024,0:15:11,4608,96,PVC 6mm 4' x 8' sheet,
HP,8__36x48_various_5-total__2-22-24_PVC6,02/28/2024,0:08:27,1728,36,PVC 6mm 4' x 8' sheet,
Roland,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,02/28/2024,1:03:56,9928,404.30,"Intermediate White 30""",
HP,2__west_community_-_24x24_set_1_2-22-24_PVC6,02/28/2024,0:16:49,4608,96,PVC 6mm 4' x 8' sheet,
Roland,ASSUMPTION FISH FRY SOLD OUT  EZ-DOT  SMALL 1x3  2-28-24_EDW54.eps,02/28/2024,0:07:58,2187,44.94,"Ez Dot (White) 54""",
HP,1__west_community_-_24x24_set_1_2-22-24_PVC6,02/28/2024,0:18:07,4608,96,PVC 6mm 4' x 8' sheet,
HP,4__west_community_-_24x24_set_2_2-22-24_PVC6,02/28/2024,0:12:29,3456,72,PVC 6mm 4' x 8' sheet,
HP,6__36x48_various_5-total__2-22-24_PVC6,02/28/2024,0:12:31,3456,72,PVC 6mm 4' x 8' sheet,
HP,FDC_Ahern_2024_ALMR,02/28/2024,0:21:35,1392,29,Reflective Aluminum 4' x 8' sheet,
Roland,Marathon 4 x 4_BAN54.eps,02/28/2024,0:25:59,8004,160.03,"Banner 54""",
HP,Fish_Fry_Menu_30x48__Qty-3___2-28-24_CORPLS,02/28/2024,0:12:59,4320,90,Corragated Plastic 4' x 8' sheet,
HP,spring_sandwich_board_22x28_Need_2__2-28-24_CORPLS,02/28/2024,,1234.8,44.1,Corragated Plastic 4' x 8' sheet,
HP,5__24x54_Qty-1__2-22-24_PVC6,02/28/2024,0:05:51,1296,54,PVC 6mm 4' x 8' sheet,
HP,7__36x48_various_5-total__2-22-24_PVC6,02/28/2024,0:12:15,3456,72,PVC 6mm 4' x 8' sheet,
Roland,Bommarrito Black Terrain 2 27 24_HPW30.eps,02/27/2024,0:07:01,1514,55.63,"High Performance White 30""",
Roland,HPW24_Propane.eps,02/27/2024,0:05:03,716,47.32,"High Performance White 24""",
Roland,grand opening banner FINAL.eps,02/27/2024,0:21:57,4372,104.03,,
Roland,Heiland banner.eps_BAN54,02/26/2024,0:28:02,6785,188.47,"Banner 54""",
HP,20x_-_Yard_Signs_18x24__2-23-24_CORPL1824,02/26/2024,0:55:45,53164.8,0,"Corragated Plastic 18"" x 24"" sheet",
HP,5x_-Ron_Ruzicka_18x24_kirkwood_council_Need_50_DF__2-23-24_CORPLS,02/26/2024,2:25:21,21600,0,Corragated Plastic 4' x 8' sheet,
Roland,10x F'Caufe and Food Stickers 2x2 Round  800 of each - 4000 total decals 2-22-24_INT54.eps,02/26/2024,2:55:13,47780,920.33,"Intermediate White 54""",
Roland,Various company Suite 4x7 inserts 2-23-24.eps,02/23/2024,0:07:56,816,47.26,,
Roland,777 Craig Building Long Term Psych Mgmt Directory Strips 2-15-24.eps_RUB36,02/23/2024,0:02:00,366,39.32,"Roll-up Banner 36""",
Roland,all logos for print and cut NEW 2-22-24.eps_HPW36,02/23/2024,0:17:05,2873,89.67,"High Performance White 36""",
Roland,Sybergs Emergency Exit decal 2 23 24.eps_HPW24,02/23/2024,0:04:02,702,36.25,"High Performance White 24""",
Roland,KUMC Decal March 23rd  2-23-24.eps_HPW36,02/23/2024,0:07:02,1319,51.06,"High Performance White 36""",
Roland,Dinar Restaurant Temp Banner.eps_HPW54,02/23/2024,0:25:01,6410,128.06,"High Performance White 54""",
HP,Side_A__Yard_Signs_18x24__2-23-24,02/23/2024,,11052,0,,
Roland,93 Octane - side 2.eps_BAN54,02/23/2024,0:10:00,2880,80.00,"Banner 54""",
Roland,9 Square 18x24 Sign New Need 10 2024.eps_HPW36,02/23/2024,1:07:00,9370,371.29,"High Performance White 36""",
HP,Side_B__Yard_Signs_18x24__2-23-24,02/23/2024,,2160,0,,
Roland,REDO TEXT  OZARK Commercial FINAL LOGO For Plex  2-23-24.eps_HPW24,02/23/2024,0:16:58,2291,103.24,"High Performance White 24""",
HP,Stonebridge_3_x2_For_Sale_2_21_24,02/22/2024,,1732.8,0,,
Roland,93 Octane.eps_BAN54,02/22/2024,0:11:03,2882,80.01,"Banner 54""",
HP,2_UP_-_No_Trespassing_12x18__2-22-24,02/22/2024,0:07:40,432,0,,
HP,Riverport_Levee_No_Tress_2_22_24,02/22/2024,0:09:05,4320,0,,
Roland,3x - PFG Hardhat Sticker Need 300  2-22-24-01.jpg_INT30,02/22/2024,0:26:09,5354,185.92,"Intermediate White 30""",
HP,Queen_of_Hearts_SIGN_Need_2_48x36__2-21-24,02/21/2024,0:38:37,3460.8,0,,
HP,Cozad_800_Old_Bluff_4x6_skid_2_20_24,02/21/2024,0:18:13,3456,0,,
Roland,Parkway South Class of 2024  60''x14.6'' Banner  2-20-24.eps,02/20/2024,0:13:00,1528,92.01,,
Roland,Bandwidth riverport Q T wall sign 3 20 24.eps,02/20/2024,0:06:02,2070,73.78,,
Roland,Cafe Bot 4982 Retract banner 2 20 24.eps,02/20/2024,0:22:56,3755,119.21,,
HP,Fish_Fry_Evangelization_Station_14.5x96_coro_2-20-24,02/20/2024,0:04:58,1393.45,0,,
HP,Large_RV_Sign_Left_side_redo,02/20/2024,0:17:38,3532.2,0,,
Roland,Delware North Decals Need 2 2-16-24.eps,02/20/2024,0:05:03,876,43.71,,
HP,FDC_Cozad_2_20_24,02/20/2024,0:16:24,1014.61,0,,
Roland,Susan Kelly Clark Memorial Banner 3x6  2-19-24.eps,02/20/2024,0:17:55,3746,104.01,,
Roland,All Clings Spring 54 total need 6 of each - 324  2-16-24.eps,02/19/2024,1:25:02,21679,444.78,,
HP,A_SIDE_2_-_FINAL_PRINTS__Aria_All_4_sign_faces_52x38.5__2-2-24~2,02/19/2024,0:12:00,2409.75,0,,
HP,A_SIDE_1_-_FINAL_PRINTS__Aria_All_4_sign_faces_52x38.5__2-2-24~2,02/19/2024,0:14:53,2409.75,0,,
HP,B_SIDE_1_-_FINAL_PRINTS__Aria_All_4_sign_faces_52x38.5__2-2-24~2,02/19/2024,0:11:59,2409.75,0,,
HP,B_SIDE_2_-_FINAL_PRINTS__Aria_All_4_sign_faces_52x38.5__2-2-24~2,02/19/2024,0:11:55,2409.75,0,,
HP,2__Thru_April_12_NEED_32_22X6_coro_signs__SF__2-16-24_CORPLS~1,02/16/2024,0:03:39,792,0,Corragated Plastic 4' x 8' sheet,
HP,2__x_3_Thunder_Valley_12_x_18_2_15_24_ALM1218,02/16/2024,0:04:51,648,0,Aluminum 12 x 18 sheets,
Roland,Clayco 2024 PFGNorthPark Need 50  2-15-24.eps,02/16/2024,0:17:02,3071,103.86,,
HP,1__Thru_April_12_NEED_32_22X6_coro_signs__SF__2-16-24,02/16/2024,0:08:55,3700.2,0,,
HP,1__Thunder_Valley_12_x_18_2_15_24_ALM1218,02/16/2024,0:08:00,648,0,Aluminum 12 x 18 sheets,
Roland,store banner 01 3x6 on HP  SAMPLE  2-16-24.eps,02/16/2024,0:21:00,3860,103.69,,
Roland,OZARK Commercial FINAL LOGO For Plex 2-15-24.eps,02/15/2024,0:20:58,3074,103.71,,
HP,4__2x3_Trivia_Signs__2024__Sponsor_signs__2-14-24~2,02/15/2024,0:10:04,4272,0,,
HP,3__8.5x11_Single_Sponsor_signs_4-silvers__2-14-24~1,02/15/2024,0:02:07,374,0,,
HP,Correspondent__Banking__22x28__2-14-24,02/15/2024,0:07:27,646.36,0,,
HP,1__8.5x11_Single_Sponsor_signs_4-silvers__2-14-24~1,02/15/2024,0:01:28,187,0,,
HP,Secure_Solutions_Legacy_Law~1,02/15/2024,,1444.5,0,,
HP,2__8.5x11_Single_Sponsor_signs_4-silvers__2-14-24~1,02/15/2024,0:02:08,374,0,,
Roland,Caplaco Shelter Ins.eps,02/15/2024,0:10:59,1467,67.71,,
Roland,SBG Final Banner 42x96  2-8-24.eps,02/14/2024,0:25:02,5634,128.01,,
Roland,letter i for eclipse logo.eps,02/14/2024,0:03:59,839,34.11,,
HP,3_Bed_Townhome_24x18_2_13_24~1,02/14/2024,0:22:24,22104,0,,
Roland,Caplaco STL Sports.eps,02/13/2024,0:07:00,1493,67.71,,
Roland,SECURE 4x7 inserts 2-13-24.eps,02/13/2024,0:01:00,715,34.01,,
HP,2__Villa_Rustic_Rodeo_18_x24_2_7_24,02/12/2024,0:09:54,3988.8,0,,
HP,Academic_Board_2024__84.5x42.5_NEW__2-6-24~1,02/12/2024,0:13:47,3676.25,0,,
Roland,Eclipse Logo Final NEED 2  2-6-24.eps,02/12/2024,0:12:59,2603,91.53,,
Roland,x2 - NTT Kudos Safety Sticker need 1000 in 10 rolls of 100  2-9-24-01.jpg,02/12/2024,0:52:06,9349,370.26,,
HP,3__Villa_Rustic_Rodeo_18_x24_2_7_24_CORPL1824,02/12/2024,0:10:14,3988.8,0,"Corragated Plastic 18"" x 24"" sheet",
Roland,x4 - Birkel small logo decals 9 12 24.eps_HPW36,02/12/2024,1:03:51,11541,416.72,"High Performance White 36""",
HP,1__Villa_Rustic_Rodeo_18_x24_2_7_24_CORPL1824,02/12/2024,0:19:29,1296,0,"Corragated Plastic 18"" x 24"" sheet",
Roland,x4 - Bommarito Equip decal Five and 3 quarter by 1 and 3 quarter 2 12 24.eps_HPW60,02/12/2024,1:24:00,21772,378.83,"High Performance White 60""",
Roland,Caplaco St Louis Bread.eps,02/09/2024,0:09:04,1443,67.71,,
HP,Georgia_sign_add_ons_v2,02/09/2024,0:12:10,576,0,,
HP,7__x1_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24,02/09/2024,0:06:55,800,0,,
HP,Bellerive_Temp_SIDE_2_2x3_231_addess_sign_2_9_24~1,02/09/2024,0:04:10,864,0,,
HP,1__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/08/2024,1:50:32,38400,0,Corragated Plastic 4' x 8' sheet,
Roland,Bommarito windstar logos 2 7 24.eps,02/08/2024,0:11:00,2008,62.25,,
HP,3__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/08/2024,1:03:36,35200,0,Corragated Plastic 4' x 8' sheet,
Roland,Sybergs twisted tree Host Seating Sign.eps,02/08/2024,0:06:57,1999,44.44,,
Roland,WWT Employee Entry MAG 12x24  2-7-24.eps,02/08/2024,0:05:04,973,42.26,,
Roland,x2- Various HI TAC Decals 50 of each 4x12  2-1-24.eps,02/08/2024,1:06:00,15679,305.19,,
HP,2__x12_-_Various_Marker_Signs_20x40_need_50_of_each_2-1-24_CORPLS,02/08/2024,1:59:33,38400,0,Corragated Plastic 4' x 8' sheet,
Roland,Bandwidth Belleville Dir Strips 2 7 24.eps,02/08/2024,0:01:57,839,35.51,,
Roland,World Wide Tech Decal 16.5x9.5 Need 4  1-19-23.eps,02/08/2024,0:09:00,1342,65.07,,
