Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Esitmated Material Length (in),Area (in),Extra for Lead in,Print Length,Print Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft
Print End,XR-640#2,Truck Side saved at half size 1-3-25_Production_HPW54_LAMI.eps,295255754,1188.5,1884.18,3M™ IJ180Cv3,2,1254.25,3796.36,0.271:1.268:2.449:0.693:2.516:0.982:1.707,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/20 14:40:00,2025/01/20 14:45:00,1/20/2025 14:40,2025/01/20 15:16:00,,0:36:00,,46.79,149.46,0,,149.4629921,6993.57347,0.271,1.268,2.449,0.693,2.516,0.982,1.707,9.886,0.2035560227
New Job(A),XR-640#2,Atech Landvatter_Label 1 20 25_HPW54_LAMI.eps,6880238,774.34,774.34,3M™ IJ180Cv3,1,786.34,774.34,,,2025/01/20 14:31:00,,,,,,0:00:00,,30.49,30.49,0,,30.48582677,929.385634,,,,,,,,0,0
New Job(A),XR-640#2,Truck Side saved at half size 1-3-25_Production_HPW54_LAMI.eps,295255754,1188.5,1884.18,3M™ IJ180Cv3,1,1188.5,1896.18,,,1/20/2025 14:31,,,,,,0:00:00,,46.79,74.65,0,,74.65275591,3493.102378,,,,,,,,0,0
Print End,XR-640#2,SSM Blue Pantone 281 v2_12.04.24_DN48.eps,6405122,1162.05,3175,Generic Vinyl II HD,2,1162.05,6349.98,22.019:37.400:0.000:8.698:26.320:23.593:32.191,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/20/2025 13:07,1/20/2025 13:18,1/20/2025 13:07,2025/01/20 14:18:00,,1:11:00,,45.75,250.00,0,,249.9992126,11437.46398,22.019,37.400,0.000,8.698,26.320,23.593,32.191,150.221,1.891312973
Print End,XR-640#2,Dumpster Magnet_R2P_MAG24.eps,7365138,571.5,1371.95,Generic Vinyl II HD,1,573.75,1383.95,0.038:1.815:1.300:0.185:0.590:0.137:0.482,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/20/2025 11:43,1/20/2025 11:44,1/20/2025 11:43,1/20/2025 11:55,,0:12:00,,22.50,54.49,0,,54.48622047,1225.939961,0.038,1.815,1.300,0.185,0.590,0.137,0.482,4.547,0.5340946711
New Job(A),XR-640#2,Dumpster Magnet_R2P_MAG24.eps,7365138,571.5,1371.95,3M™ IJ180Cv3,1,1383.95,571.5,,,1/20/2025 11:42,,,,,,0:00:00,,22.50,22.50,0,,22.5,506.25,,,,,,,,0,0
New Job(A),XR-640#2,Dumpster Magnet_R2P_MAG24.eps,7241534,584.19,1371.95,3M™ IJ180Cv3,1,1383.95,584.19,,,1/20/2025 11:41,,,,,,0:00:00,,23.00,23.00,0,,22.9996063,528.9818899,,,,,,,,0,0
Print End,XR-640#2,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,7023462,1219.19,609.59,Generic Banner II,1,1375.595,621.59,0.017:0.169:0.254:0.205:0.623:0.241:0.300,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,1/20/2025 11:04,1/20/2025 11:11,,0:07:00,,48.00,24.47,0,,24.47204724,1174.648633,0.017,0.169,0.254,0.205,0.623,0.241,0.300,1.809,0.2217650391
Print End,XR-640#2,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,7023462,1219.19,609.59,Generic Banner II,1,1375.595,621.59,0.017:0.169:0.254:0.205:0.623:0.241:0.300,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/20 10:55:00,2025/01/20 10:55:00,1/20/2025 10:55,2025/01/20 11:02:00,,0:07:00,,48.00,24.47,0,,24.47204724,1174.648633,0.017,0.169,0.254,0.205,0.623,0.241,0.300,1.809,0.2217650391
New Job(A),XR-640#2,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,7023462,1219.19,609.59,3M™ IJ180Cv3,1,1219.19,621.59,,,2025/01/20 10:52:00,,,,,,0:00:00,,48.00,24.47,0,,24.47204724,1174.648633,,,,,,,,0,0
Print Start,XR-640#2,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,6646070,1219.19,1219.19,Generic Banner II,1,1375.595,1231.19,0.026:0.335:0.511:0.306:1.155:0.400:0.474,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/20/2025 10:40,1/20/2025 10:40,1/20/2025 10:40,,,-1096258:40:00,,48.00,48.47,0,,48.47204724,2326.639184,0.026,0.335,0.511,0.306,1.155,0.400,0.474,3.207,0.1984871583
New Job(A),XR-640#2,2x2 8th Grade Super bowl Squares  1-17-25_BAN63.eps,6646070,1219.19,1219.19,3M™ IJ180Cv3,1,1231.19,1219.19,,,1/20/2025 10:39,,,,,,0:00:00,,48.00,48.00,0,,47.9996063,2303.962205,,,,,,,,0,0
Print End,XR-640#2,Banner Decal Overlay 1-17-25_INT30.eps,1915086,640.99,81.84,Generic Vinyl II HD,1,676.995,93.84,0.017:0.013:0.003:0.070:0.044:0.030:0.041,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/20 9:49:00,2025/01/20 9:49:00,1/20/2025 9:49,1/20/2025 9:52,,0:03:00,,25.24,3.69,0,,3.694488189,93.23346395,0.017,0.013,0.003,0.070,0.044,0.030,0.041,0.218,0.3367031393
New Job(A),XR-640#2,Banner Decal Overlay 1-17-25_INT30.eps,1915086,640.99,81.84,3M™ IJ180Cv3,1,640.99,93.84,,,2025/01/20 9:49:00,,,,,,0:00:00,,25.24,3.69,0,,3.694488189,93.23346395,,,,,,,,0,0
Print End,XR-640#2,p3_QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,570299858,660.04,2126.19,Generic Vinyl II HD,1,686.52,2138.19,1.013:2.454:1.353:0.342:2.424:1.409:1.478,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/20 9:12:00,2025/01/20 9:15:00,1/20/2025 9:12,2025/01/20 9:35:00,,0:23:00,,25.99,84.18,0,,84.18070866,2187.505313,1.013,2.454,1.353,0.342,2.424,1.409,1.478,10.473,0.6894209542
Print Canceled,XR-640#2,p3_QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,570299858,660.04,2126.19,3M™ IJ180Cv3,1,660.04,2138.19,,,,1/20/2025 9:11,1/20/2025 9:11,1/20/2025 9:11,1/20/2025 9:11,,0:00:00,,25.99,84.18,0,,84.18070866,2187.505313,,,,,,,,0,0
New Job(A),XR-640#2,p3_QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,570299858,660.04,2126.19,3M™ IJ180Cv3,1,660.04,2138.19,,,1/20/2025 9:06,,,,,,0:00:00,,25.99,84.18,0,,84.18070866,2187.505313,,,,,,,,0,0
Print End,XR-640#2,New door lettering_p2_1-17-25_HPW36_LAMI.eps,6707930,826.2,607.83,3M™ IJ180Cv3,1,857.1,619.83,0.108:0.183:0.092:0.217:0.322:0.205:0.288,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/20 8:06:00,2025/01/20 8:07:00,1/20/2025 8:06,1/20/2025 8:15,,0:09:00,,32.53,24.40,0,,24.40275591,793.7620838,0.108,0.183,0.092,0.217,0.322,0.205,0.288,1.415,0.2567016039
New Job(A),XR-640#2,New door lettering_p2_1-17-25_HPW36_LAMI.eps,6707930,826.2,607.83,3M™ IJ180Cv3,1,826.2,619.83,,,2025/01/20 8:05:00,,,,,,0:00:00,,32.53,24.40,0,,24.40275591,793.7620838,,,,,,,,0,0
Print End,XR-640#2,Hill Aesthetics & New door lettering & BUDGET Decal & Amer Flag 1-17-25_HPW36_LAMI.eps,7853382,831.14,2058.45,3M™ IJ180Cv3,1,859.57,2070.44,0.607:1.965:1.153:0.572:1.348:0.755:0.955,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/17 12:41:00,2025/01/17 12:45:00,1/17/2025 12:41,2025/01/17 13:02:00,,0:21:00,,32.72,81.51,0,,81.51338583,2667.284862,0.607,1.965,1.153,0.572,1.348,0.755,0.955,7.355,0.3970779481
Print End,XR-640#2,3x7  banner Need 2 RUSH 1-17-25_BAN38_FLL.eps,20791290,914.4,2184.75,Generic Banner II,2,928.7,4369.5,1.905:7.231:3.700:0.319:6.484:4.494:3.224,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/17/2025 11:29,1/17/2025 11:30,1/17/2025 11:29,1/17/2025 12:01,,0:32:00,,36.00,172.03,0,,172.0275591,6192.992126,1.905,7.231,3.700,0.319,6.484,4.494,3.224,27.357,0.6361073807
New Job(A),XR-640#2,3x7  banner Need 2 RUSH 1-17-25_BAN38_FLL.eps,20791290,914.4,2184.75,3M™ IJ180Cv3,1,914.4,2196.75,,,1/17/2025 11:28,,,,,,0:00:00,,36.00,86.49,0,,86.48622047,3113.503937,,,,,,,,0,0
New Job(A),XR-640#2,Hill Aesthetics & New door lettering & BUDGET Decal & Amer Flag 1-17-25_HPW36_LAMI.eps,7853382,831.14,2058.45,3M™ IJ180Cv3,1,831.14,2070.44,,,1/17/2025 11:25,,,,,,0:00:00,,32.72,81.51,0,,81.51338583,2667.284862,,,,,,,,0,0
New Job(A),XR-640#2,Hill Aesthetics & New door lettering & BUDGET Decal 1-17-25_HPW36_LAMI.eps,7805714,831.14,1634.77,3M™ IJ180Cv3,1,831.14,1646.77,,,1/17/2025 10:45,,,,,,0:00:00,,32.72,64.83,0,,64.83346457,2121.483691,,,,,,,,0,0
Print End,XR-640#2,Wright Construction 2025 signs_INT30_LAMI.eps,6363530,1251.65,3093.86,Generic Banner II,1,1277.325,3105.86,1.198:2.991:5.195:0.643:5.321:1.991:2.216,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/17/2025 9:13,1/17/2025 9:14,1/17/2025 9:13,1/17/2025 9:44,,0:31:00,,49.28,122.28,0,,122.2779528,6025.559038,1.198,2.991,5.195,0.643,5.321,1.991,2.216,19.555,0.4673292523
New Job(A),XR-640#2,Wright Construction 2025 signs_INT30_LAMI.eps,6363530,1251.65,3093.86,3M™ IJ180Cv3,1,1251.65,3105.86,,,1/17/2025 9:06,,,,,,0:00:00,,49.28,122.28,0,,122.2779528,6025.559038,,,,,,,,0,0
Print End,XR-640#2,LOLA 12x23.5 MAGS Need 4  1-16-25_MAG24_LAMI.eps,91473150,597.25,1194.15,Generic Banner II,1,594.99,1201.65,0.063:0.423:0.870:0.673:1.375:0.677:0.898,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/17 8:31:00,2025/01/17 8:31:00,1/17/2025 8:31,2025/01/17 8:40:00,,0:09:00,,23.51,47.31,0,,47.30905512,1112.414692,0.063,0.423,0.870,0.673,1.375,0.677,0.898,4.979,0.644522232
New Job(A),XR-640#2,LOLA 12x23.5 MAGS Need 4  1-16-25_MAG24_LAMI.eps,91473150,597.25,1194.15,3M™ IJ180Cv3,1,1206.15,597.25,,,2025/01/16 16:17:00,,,,,,0:00:00,,23.51,23.51,0,,23.51377953,552.8978277,,,,,,,,0,0
Print End,XR-640#2,48x192 banner   NEW 1-13-25_BAN63.eps,6337506,1270.35,4927.95,Generic Banner II,1,1414.67,4939.95,5.919:11.742:0.710:5.231:12.881:14.019:7.875,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/16/2025 11:02,1/16/2025 11:04,1/16/2025 11:02,1/16/2025 11:53,,0:51:00,,50.01,194.49,0,,194.4862205,9726.990952,5.919,11.742,0.710,5.231,12.881,14.019,7.875,58.377,0.8642228662
New Job(A),XR-640#2,48x192 banner   NEW 1-13-25_BAN63.eps,6337506,1270.35,4927.95,3M™ IJ180Cv3,1,1270.34,4939.95,,,2025/01/16 11:01:00,,,,,,0:00:00,,50.01,194.49,0,,194.4862205,9726.990952,,,,,,,,0,0
Print End,XR-640#2,HiTac Black print_HTV54_LAMI.eps,6359498,1323.97,511.17,Generic Vinyl II HD,1,1344.99,531.28,1.062:0.772:0.190:4.312:2.744:1.865:2.496,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,1/16/2025 10:10,1/16/2025 10:19,,0:09:00,,52.12,20.92,0,,20.91653543,1090.270292,1.062,0.772,0.190,4.312,2.744,1.865,2.496,13.441,1.775251526
Print End,XR-640#2,HiTac Black print_HTV54_LAMI.eps,6359498,1323.97,511.17,Generic Vinyl II HD,1,1344.99,531.28,1.062:0.772:0.190:4.312:2.744:1.865:2.496,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/16/2025 9:51,1/16/2025 9:53,1/16/2025 9:51,1/16/2025 10:00,,0:09:00,,52.12,20.92,0,,20.91653543,1090.270292,1.062,0.772,0.190,4.312,2.744,1.865,2.496,13.441,1.775251526
New Job(A),XR-640#2,HiTac Black print_HTV54_LAMI.eps,6359498,1323.97,511.17,3M™ IJ180Cv3,1,1323.97,523.17,,,1/16/2025 9:50,,,,,,0:00:00,,52.12,20.60,0,,20.59724409,1073.627294,,,,,,,,0,0
New Job(A),XR-640#2,HiTac Black print_HTV54_LAMI.eps,6560490,1355.01,468.48,3M™ IJ180Cv3,1,1355.01,480.48,,,1/16/2025 9:39,,,,,,0:00:00,,53.35,18.92,0,,18.91653543,1009.137586,,,,,,,,0,0
New Job(A),XR-640#2,HiTac Black print_HTV54_LAMI.eps,6523322,1364.19,481.18,3M™ IJ180Cv3,1,1364.19,493.18,,,1/16/2025 9:31,,,,,,0:00:00,,53.71,19.42,0,,19.41653543,1042.828483,,,,,,,,0,0
Print Canceled,XR-640#2,QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,645719690,660.04,2407,Generic Vinyl II HD,1,699.02,2419,,,,,,1/16/2025 8:55,1/16/2025 9:24,,0:29:00,,25.99,95.24,0,,95.23622047,2474.791928,,,,,,,,0,0
Print End,XR-640#2,QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,645719690,660.04,2407,Generic Vinyl II HD,1,699.02,2419,1.148:2.781:1.533:0.388:2.747:1.597:1.675,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/16 8:25:00,2025/01/16 8:30:00,1/16/2025 8:25,2025/01/16 8:51:00,,0:26:00,,25.99,95.24,0,,95.23622047,2474.791928,1.148,2.781,1.533,0.388,2.747,1.597,1.675,11.869,0.69061806
New Job(A),XR-640#2,QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,645719690,660.04,2407,3M™ IJ180Cv3,1,660.04,2419,,,2025/01/16 8:23:00,,,,,,0:00:00,,25.99,95.24,0,,95.23622047,2474.791928,,,,,,,,0,0
Print Canceled,XR-640#2,QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,1267004030,660.04,4711.34,Generic Vinyl II HD,1,699.02,4723.34,,,,2025/01/16 8:16:00,2025/01/16 8:18:00,1/16/2025 8:16,2025/01/16 8:17:00,,0:01:00,,25.99,185.96,0,,185.9582677,4832.279332,,,,,,,,0,0
New Job(A),XR-640#2,QTS ATL2 DC9 2.5'' Decal Need 600 1-15-25_INT30.eps,1267004030,660.04,4711.34,3M™ IJ180Cv3,1,660.04,4723.34,,,2025/01/16 8:12:00,,,,,,0:00:00,,25.99,185.96,0,,185.9582677,4832.279332,,,,,,,,0,0
Print End,XR-640#2,Project ACDC Hardhat Sticker Need 250  1-15-25_INT30.eps,28563222,716.84,1231.19,Generic Vinyl II HD,1,727.42,1243.19,0.610:1.009:0.518:0.949:1.808:1.059:1.748,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/15 14:31:00,2025/01/15 14:34:00,1/15/2025 14:31,2025/01/15 14:44:00,,0:13:00,,28.22,48.94,0,,48.94448819,1381.313658,0.610,1.009,0.518,0.949,1.808,1.059,1.748,7.701,0.8028183849
New Job(A),XR-640#2,Project ACDC Hardhat Sticker Need 250  1-15-25_INT30.eps,28563222,716.84,1231.19,3M™ IJ180Cv3,1,1243.19,716.84,,,1/15/2025 14:31,,,,,,0:00:00,,28.22,28.22,0,,28.22204724,796.4839506,,,,,,,,0,0
Print End,XR-640#2,Pickup need 2 doors 1-15-24_HPW36_LAMI.eps,6760910,869.95,524.58,3M™ IJ180Cv3,1,875.975,536.58,0.042:0.130:0.439:0.001:0.376:0.156:0.086,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/15/2025 9:24,1/15/2025 9:25,1/15/2025 9:24,1/15/2025 9:32,,0:08:00,,34.25,21.13,0,,21.12519685,723.5379921,0.042,0.130,0.439,0.001,0.376,0.156,0.086,1.23,0.2447970969
New Job(A),XR-640#2,Pickup need 2 doors 1-15-24_HPW36_LAMI.eps,6760910,869.95,524.58,3M™ IJ180Cv3,1,869.95,536.58,,,1/15/2025 9:24,,,,,,0:00:00,,34.25,21.13,0,,21.12519685,723.5379921,,,,,,,,0,0
New Job(A),XR-640#2,Pickup need 2 doors 1-15-24_HPW36_LAMI.eps,6889262,862.54,524.58,3M™ IJ180Cv3,1,862.54,536.58,,,1/15/2025 9:23,,,,,,0:00:00,,33.96,21.13,0,,21.12519685,717.3750902,,,,,,,,0,0
New Job(A),XR-640#2,Pickup need 2 doors 1-15-24_HPW36_LAMI.eps,6862710,887.94,524.58,3M™ IJ180Cv3,1,887.94,536.58,,,2025/01/15 9:22:00,,,,,,0:00:00,,34.96,21.13,0,,21.12519685,738.5002871,,,,,,,,0,0
Print End,XR-640#2,Box Rear Phone Decal 1-14-25_HPW36_LAMI.eps,6294710,754.94,2418.64,3M™ IJ180Cv3,1,818.47,2430.64,1.765:1.823:0.008:0.006:1.206:1.068:0.431,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/15/2025 8:38,1/15/2025 8:42,1/15/2025 8:38,1/15/2025 8:59,,0:21:00,,29.72,95.69,0,,95.69448819,2844.236099,1.765,1.823,0.008,0.006,1.206,1.068,0.431,6.307,0.3193152637
New Job(A),XR-640#2,Box Rear Phone Decal 1-14-25_HPW36_LAMI.eps,6294710,754.94,2418.64,3M™ IJ180Cv3,1,754.94,2430.64,,,1/15/2025 8:38,,,,,,0:00:00,,29.72,95.69,0,,95.69448819,2844.236099,,,,,,,,0,0
Print End,XR-640#2,door vinyl hour update_HPW24.eps,508374,231.77,57.15,3M™ IJ180Cv3,1,399.385,69.15,0.001:0.002:0.007:0.005:0.006:0.003:0.005,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/14/2025 10:18,1/14/2025 10:18,1/14/2025 10:18,1/14/2025 10:21,,0:03:00,,9.12,2.72,0,,2.722440945,24.84173771,0.001,0.002,0.007,0.005,0.006,0.003,0.005,0.029,0.1681041821
New Job(A),XR-640#2,door vinyl hour update_HPW24.eps,508374,231.77,57.15,3M™ IJ180Cv3,1,231.77,69.15,,,1/14/2025 10:17,,,,,,0:00:00,,9.12,2.72,0,,2.722440945,24.84173771,,,,,,,,0,0
Print End,XR-640#2,New Rollup Banner 1-10-25_RUB36.eps,202658050,803.62,2216.15,Generic Paper,1,844.31,2228.15,1.857:2.361:1.442:1.031:2.453:2.219:1.617,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/14 9:19:00,2025/01/14 9:21:00,1/14/2025 9:19,1/14/2025 10:01,,0:42:00,,31.64,87.72,0,,87.72244094,2775.4137,1.857,2.361,1.442,1.031,2.453,2.219,1.617,12.98,0.673456357
New Job(A),XR-640#2,New Rollup Banner 1-10-25_RUB36.eps,202658050,803.62,2216.15,3M™ IJ180Cv3,1,803.62,2228.15,,,1/14/2025 9:17,,,,,,0:00:00,,31.64,87.72,0,,87.72244094,2775.4137,,,,,,,,0,0
Print End,XR-640#2,back_3x4 school banner 1-10-25_BAN38_FLL.eps,5821090,864.65,1270.35,Generic Banner II,1,891.325,1282.34,0.000:5.718:5.223:0.001:1.400:0.001:0.050,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/14 8:46:00,2025/01/14 8:46:00,1/14/2025 8:46,2025/01/14 8:57:00,,0:11:00,,34.04,50.49,0,,50.48582677,1718.605123,0.000,5.718,5.223,0.001,1.400,0.001,0.050,12.393,1.038395601
New Job(A),XR-640#2,back_3x4 school banner 1-10-25_BAN38_FLL.eps,5821090,864.65,1270.35,3M™ IJ180Cv3,1,1282.34,864.65,,,2025/01/14 8:45:00,,,,,,0:00:00,,34.04,34.04,0,,34.04133858,1158.812733,,,,,,,,0,0
Print End,XR-640#2,SC Sticker RiverParkBldg4 need 50  1-9-25_INT54.eps,11394530,1282.69,222.25,Generic Vinyl II,1,1306.345,234.25,0.045:0.156:0.472:0.074:0.353:0.174:0.253,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/13 14:37:00,2025/01/13 14:37:00,1/13/2025 14:37,2025/01/13 14:40:00,,0:03:00,,50.50,9.22,0,,9.222440945,465.7296368,0.045,0.156,0.472,0.074,0.353,0.174,0.253,1.527,0.4721365844
New Job(A),XR-640#2,SC Sticker RiverParkBldg4 need 50  1-9-25_INT54.eps,11394530,1282.69,222.25,3M™ IJ180Cv3,1,1282.69,234.25,,,2025/01/13 14:37:00,,,,,,0:00:00,,50.50,9.22,0,,9.222440945,465.7296368,,,,,,,,0,0
Print End,XR-640#2,3x4 school banner 1-10-25_BAN38_FLL.eps,5817762,864.65,1270.35,Generic Banner II,1,895.325,1282.34,0.000:5.718:5.223:0.001:1.400:0.001:0.050,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,1/13/2025 13:54,2025/01/13 14:03:00,,0:09:00,,34.04,50.49,0,,50.48582677,1718.605123,0.000,5.718,5.223,0.001,1.400,0.001,0.050,12.393,1.038395601
RIP End,XR-640#2,3x4 school banner 1-10-25_BAN38_FLL.eps,5817762,864.65,1270.35,Generic Banner II,1,895.325,1282.34,0.000:5.718:5.223:0.001:1.400:0.001:0.050,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/13/2025 13:47,1/13/2025 13:47,,,,0:00:00,,34.04,50.49,0,,50.48582677,1718.605123,0.000,5.718,5.223,0.001,1.400,0.001,0.050,12.393,1.038395601
New Job(A),XR-640#2,3x4 school banner 1-10-25_BAN38_FLL.eps,5817762,864.65,1270.35,3M™ IJ180Cv3,1,1282.34,864.65,,,1/13/2025 13:46,,,,,,0:00:00,,34.04,34.04,0,,34.04133858,1158.812733,,,,,,,,0,0
Print End,XR-640#2,P1_Truck_1_BSH Truck Wrap_R2P_HPW54_LAMI.eps,9978226,1307.39,2399.59,3M™ IJ180Cv3,2,1323.7,4827.18,5.032:8.571:3.790:28.575:24.303:13.806:23.802,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,1/13/2025 12:11,1/13/2025 13:00,,0:49:00,,51.47,190.05,0,,190.0464567,9782.080197,5.032,8.571,3.790,28.575,24.303,13.806,23.802,107.879,1.588064674
Print Canceled,XR-640#2,P1_Truck_1_BSH Truck Wrap_R2P_HPW54_LAMI.eps,9978226,1307.39,2399.59,3M™ IJ180Cv3,2,1323.7,4827.18,,,,,,1/13/2025 11:58,2025/01/13 12:11:00,,0:13:00,,51.47,190.05,0,,190.0464567,9782.080197,,,,,,,,0,0
Print End,XR-640#2,Hayden Galaxy_BAN63.eps,51566038,1574.8,2794.35,Generic Banner II,1,1576.4,2806.35,3.827:10.792:3.578:19.613:25.490:23.087:23.960,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/13/2025 10:30,1/13/2025 10:33,1/13/2025 10:30,1/13/2025 11:38,,1:08:00,,62.00,110.49,0,,110.4862205,6850.145669,3.827,10.792,3.578,19.613,25.490,23.087,23.960,110.347,2.319654029
New Job(A),XR-640#2,Hayden Galaxy_BAN63.eps,51566038,1574.8,2794.35,3M™ IJ180Cv3,1,1574.8,2806.35,,,1/13/2025 10:29,,,,,,0:00:00,,62.00,110.49,0,,110.4862205,6850.145669,,,,,,,,0,0
Print End,XR-640#2,Truck Back_P2_R2P_HPW54_LAMI.eps,5701086,1224.84,2399.59,3M™ IJ180Cv3,2,1275.915,4827.18,4.833:9.311:5.143:23.191:22.530:12.903:22.357,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,1/13/2025 8:27,2025/01/13 9:30:00,,1:03:00,,48.22,190.05,0,,190.0464567,9164.429213,4.833,9.311,5.143,23.191,22.530,12.903,22.357,100.268,1.575503685
Print Canceled,XR-640#2,Truck Back_P2_R2P_HPW54_LAMI.eps,5701086,1224.84,2399.59,3M™ IJ180Cv3,2,1275.915,4827.18,,,,,,1/13/2025 8:06,2025/01/13 8:27:00,,0:21:00,,48.22,190.05,0,,190.0464567,9164.429213,,,,,,,,0,0
Print Canceled,XR-640#2,Truck Back_P2_R2P_HPW54_LAMI.eps,5701086,1224.84,2399.59,3M™ IJ180Cv3,2,1275.915,4827.18,,,,,,1/13/2025 8:04,2025/01/13 8:04:00,,0:00:00,,48.22,190.05,0,,190.0464567,9164.429213,,,,,,,,0,0
RIP End,XR-640#2,Truck Back_P2_R2P_HPW54_LAMI.eps,5701086,1224.84,2399.59,3M™ IJ180Cv3,2,1275.915,4827.18,4.833:9.311:5.143:23.191:22.530:12.903:22.357,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,1/9/2025 15:16,1/9/2025 15:33,,,,0:00:00,,48.22,190.05,0,,190.0464567,9164.429213,4.833,9.311,5.143,23.191,22.530,12.903,22.357,100.268,1.575503685
Print End,XR-640#2,Truck Back_P1_R2P_HPW54_LAMI.eps,6027370,1307.39,2399.59,3M™ IJ180Cv3,2,1317.195,4827.18,5.019:8.798:4.160:27.435:24.059:13.688:23.606,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/09 15:16:00,2025/01/09 15:24:00,1/9/2025 15:16,2025/01/09 16:23:00,,1:07:00,,51.47,190.05,0,,190.0464567,9782.080197,5.019,8.798,4.160,27.435,24.059,13.688,23.606,106.765,1.571665708
Print End,XR-640#2,C82479_MarylandHeights_MO050_Brandbook_1.8.2025_BAN38_FLL.eps,13442786,914.75,1461.2,Generic Banner II,1,927.99,1494.36,0.062:0.104:0.250:0.205:0.491:0.405:0.371,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,1/9/2025 13:36,1/9/2025 13:51,,0:15:00,,36.01,58.83,0,,58.83307087,2118.801243,0.062,0.104,0.250,0.205,0.491,0.405,0.371,1.888,0.1283140648
RIP End,XR-640#2,C82479_MarylandHeights_MO050_Brandbook_1.8.2025_BAN38_FLL.eps,13442786,914.75,1461.2,Generic Banner II,1,927.99,1494.36,0.062:0.104:0.250:0.205:0.491:0.405:0.371,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2025/01/09 13:18:00,2025/01/09 13:19:00,,,,0:00:00,,36.01,58.83,0,,58.83307087,2118.801243,0.062,0.104,0.250,0.205,0.491,0.405,0.371,1.888,0.1283140648
New Job(A),XR-640#2,C82479_MarylandHeights_MO050_Brandbook_1.8.2025_BAN38_FLL.eps,13442786,914.75,1461.2,3M™ IJ180Cv3,1,1473.2,914.75,,,2025/01/09 13:17:00,,,,,,0:00:00,,36.01,36.01,0,,36.01377953,1296.992316,,,,,,,,0,0
