,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company Latitude,Company Logitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Bean Origin Longitude,Bean Origin Latitude,Bean_Origin_Count,Bean_Origin_Category
165,Bellflower,"Alto Beni, Palos Blanco",1804,2016,0.7,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,1,Extra Rare
166,Bellflower,"Oko Caribe, Duarte P.",1864,2016,0.7,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
167,Belyzium,"Belize south, low fermentation",1768,2016,0.83,Germany,2.75,Belize,51.17,10.45,35,rare,High Amount,-88.4977,17.1899,1,Extra Rare
168,Belyzium,Belize south,1768,2016,0.78,Germany,3.0,Belize,51.17,10.45,35,rare,Average Amount,-88.4977,17.1899,2,Rare
169,Belyzium,Belize south,1768,2016,0.83,Germany,3.5,Belize,51.17,10.45,35,rare,High Amount,-88.4977,17.1899,2,Rare
170,Benoit Nihant,Baracoa,1141,2013,0.74,Belgium,3.5,Cuba,50.85,4.47,37,rare,Average Amount,-77.7812,21.5218,3,Somewhat Rare
171,Benoit Nihant,Chuao,1141,2013,0.74,Belgium,3.5,Venezuela,50.85,4.47,37,rare,Average Amount,-66.5897,6.4238,19,Common
172,Benoit Nihant,Cuyagua Village,1141,2013,0.74,Belgium,3.5,Venezuela,50.85,4.47,37,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
173,Benoit Nihant,Rio Peripa H.,1141,2013,0.73,Belgium,4.0,Ecuador,50.85,4.47,37,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
174,Benoit Nihant,"Bali, Sukrama Bros. Farm, Melaya, 62hr C",757,2011,0.72,Belgium,4.0,Indonesia,50.85,4.47,37,rare,Average Amount,113.9213,-0.7893,1,Extra Rare
175,Benoit Nihant,"Somia Plantation, Sambirano, 70hr C",773,2011,0.72,Belgium,3.75,Madagascar,50.85,4.47,37,rare,Average Amount,46.8691,-18.7669,1,Extra Rare
176,Beschle (Felchlin),Madagascar,636,2011,0.64,Switzerland,3.0,Madagascar,46.82,8.23,35,rare,Light Amount,46.8691,-18.7669,56,Common
177,Beschle (Felchlin),Maracaibo,636,2011,0.88,Switzerland,3.0,Venezuela,46.82,8.23,35,rare,High Amount,-66.5897,6.4238,1,Extra Rare
178,Beschle (Felchlin),"Indigena Amazonia, Grand Cru, Quizas",636,2011,0.72,Switzerland,3.5,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
179,Beschle (Felchlin),Ecuador,636,2011,0.72,Switzerland,4.0,Ecuador,46.82,8.23,35,rare,Average Amount,-78.1834,-1.8312,41,Common
180,Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,0.7,Switzerland,3.25,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
181,Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,0.74,Switzerland,3.25,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
182,Beschle (Felchlin),"Java, Grand Cru",508,2010,0.64,Switzerland,3.5,Indonesia,46.82,8.23,35,rare,Light Amount,113.9213,-0.7893,1,Extra Rare
183,Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,0.72,Switzerland,3.5,Venezuela,46.82,8.23,35,rare,Average Amount,-66.5897,6.4238,1,Extra Rare
184,Bisou,"Nicaragua, American style",1482,2015,0.76,U.S.A.,2.5,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
185,Bisou,"San Andres, American style",1486,2015,0.76,U.S.A.,2.5,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
186,Bisou,"San Andres, silk",1486,2015,0.78,U.S.A.,2.5,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
187,Bisou,Belize,1486,2015,0.86,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,High Amount,-88.4977,17.1899,13,Somewhat Common
188,Bittersweet Origins,Ghana,963,2012,0.72,U.S.A.,3.5,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,15,Somewhat Common
189,Bittersweet Origins,"Bali, Singaraja",478,2010,0.75,U.S.A.,3.25,Indonesia,37.09,-95.71,738,most common,Average Amount,113.9213,-0.7893,2,Rare
190,Bittersweet Origins,2009 Hapa Nibby,502,2010,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
191,Bittersweet Origins,"Bali, Singaraja",558,2010,0.65,U.S.A.,2.75,Indonesia,37.09,-95.71,738,most common,Average Amount,113.9213,-0.7893,2,Rare
192,Bittersweet Origins,"Sambirano, 2009",565,2010,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
193,Bittersweet Origins,"Ocumare, prototype",565,2010,0.78,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
194,Bittersweet Origins,Puerto Plata,414,2009,0.75,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,3,Somewhat Rare
195,Bittersweet Origins,Puerto Plata,414,2009,0.65,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,3,Somewhat Rare
196,Bittersweet Origins,Sambirano,423,2009,0.75,U.S.A.,3.25,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,19,Common
197,Bittersweet Origins,Sambirano,431,2009,0.65,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,19,Common
198,Bittersweet Origins,Sambirano,233,2008,0.71,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,19,Common
199,Bittersweet Origins,Bocas del Toro,233,2008,0.75,U.S.A.,3.5,Panama,37.09,-95.71,738,most common,Average Amount,-80.7821,8.537981,1,Extra Rare
200,Bittersweet Origins,Puerto Plata,233,2008,0.68,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,3,Somewhat Rare
201,Bittersweet Origins,Ankasa,256,2008,0.7,U.S.A.,3.0,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,1,Extra Rare
202,Black Mountain,La Red,256,2008,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,11,Somewhat Common
203,Black Mountain,Carenero Superior,256,2008,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,10,Somewhat Common
204,Black Mountain,Matiguas,256,2008,0.7,U.S.A.,3.0,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
205,Black River (A. Morin),Blue Mountain Region,1331,2014,0.7,U.K.,2.75,Jamaica,55.37,-1.17,95,somewhat rare,Average Amount,-77.2975,18.1096,1,Extra Rare
206,Blanxart,"Congo, Grand Cru",1046,2013,0.82,Spain,3.5,Congo,40.46,-3.7,21,extra rare,High Amount,23.656,-4.0383,1,Extra Rare
207,Blue Bandana,"Akesson's E., Sambirano V.",1740,2016,0.82,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,High Amount,46.8691,-18.7669,2,Rare
208,Blue Bandana,Lachua,1752,2016,0.75,U.S.A.,2.75,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,3,Somewhat Rare
209,Blue Bandana,Kokoa Kamili,1752,2016,0.75,U.S.A.,3.5,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,6,Somewhat Rare
210,Blue Bandana,Zorzal Reserva,1756,2016,0.75,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
211,Blue Bandana,Guatemala,911,2012,0.7,U.S.A.,3.5,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,5,Somewhat Rare
212,Blue Bandana,Madagascar,911,2012,0.7,U.S.A.,3.75,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
213,Bonnat,Selva Maya,1912,2016,0.75,France,3.5,Mexico,46.6,2.21,144,somewhat common,Average Amount,-102.5528,23.6345,1,Extra Rare
214,Bonnat,Kaori,1339,2014,0.75,France,4.0,Brazil,46.6,2.21,144,somewhat common,Average Amount,-51.9253,-14.235,1,Extra Rare
215,Bonnat,"Los Colorados, Santo Domingo, Equateur",1418,2014,0.75,France,3.25,Dominican Republic,46.6,2.21,144,somewhat common,Average Amount,-70.1627,18.7357,1,Extra Rare
216,Bonnat,Surfin,1418,2014,0.65,France,3.75,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,1,Extra Rare
217,Bonnat,Maragnam,1038,2013,0.75,France,3.5,Brazil,46.6,2.21,144,somewhat common,Average Amount,-51.9253,-14.235,1,Extra Rare
218,Bonnat,Gabon,1042,2013,0.75,France,3.25,Gabon,46.6,2.21,144,somewhat common,Average Amount,11.6094,-0.8037,1,Extra Rare
219,Bonnat,Cuba,629,2011,0.75,France,3.5,Cuba,46.6,2.21,144,somewhat common,Average Amount,-77.7812,21.5218,6,Somewhat Rare
220,Bonnat,"Cusco, Cacao Cusco",629,2011,0.75,France,3.5,Peru,46.6,2.21,144,somewhat common,Average Amount,-75.0152,-9.189967,1,Extra Rare
221,Bonnat,Piura Blanco,629,2011,0.75,France,3.5,Peru,46.6,2.21,144,somewhat common,Average Amount,-75.0152,-9.189967,1,Extra Rare
222,Bonnat,Libanio,629,2011,0.75,France,3.75,Brazil,46.6,2.21,144,somewhat common,Average Amount,-51.9253,-14.235,1,Extra Rare
223,Bonnat,Haiti,629,2011,0.75,France,4.0,Haiti,46.6,2.21,144,somewhat common,Average Amount,-72.2852,18.9712,3,Somewhat Rare
224,Bonnat,"Madagascar, 100% criollo",629,2011,0.75,France,4.0,Madagascar,46.6,2.21,144,somewhat common,Average Amount,46.8691,-18.7669,1,Extra Rare
225,Bonnat,Juliana,672,2011,0.75,France,3.5,Brazil,46.6,2.21,144,somewhat common,Average Amount,-51.9253,-14.235,1,Extra Rare
226,Bonnat,Jamaique,761,2011,0.75,France,3.25,Jamaica,46.6,2.21,144,somewhat common,Average Amount,-77.2975,18.1096,2,Rare
227,Bonnat,Ivory Coast,331,2009,0.75,France,3.0,Ivory Coast,46.6,2.21,144,somewhat common,Average Amount,-5.5471,7.539989,4,Somewhat Rare
228,Bonnat,"Porcelana, Apotequil",336,2009,0.75,France,2.75,Peru,46.6,2.21,144,somewhat common,Average Amount,-75.0152,-9.189967,3,Somewhat Rare
229,Bonnat,"Porcelana, Tabasco, Marfil de Blanco",336,2009,0.75,France,3.0,Mexico,46.6,2.21,144,somewhat common,Average Amount,-102.5528,23.6345,1,Extra Rare
230,Bonnat,"Xoconusco, cacao Real",395,2009,0.75,France,3.0,Mexico,46.6,2.21,144,somewhat common,Average Amount,-102.5528,23.6345,1,Extra Rare
231,Bonnat,"Porcelana, Venezuela",199,2008,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,2,Rare
232,Bonnat,Equateur,123,2007,0.75,France,2.5,Ecuador,46.6,2.21,144,somewhat common,Average Amount,-78.1834,-1.8312,5,Somewhat Rare
233,Bonnat,Trinite,24,2006,0.75,France,3.75,Caribbean,46.6,2.21,144,somewhat common,Average Amount,-75.0,18.0,3,Somewhat Rare
234,Bonnat,"Ocumare, Puerto Cabello",32,2006,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,1,Extra Rare
235,Bonnat,"Maracaibo, El Rosario",48,2006,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,1,Extra Rare
236,Bonnat,Madagascar,75,2006,0.75,France,4.0,Madagascar,46.6,2.21,144,somewhat common,Average Amount,46.8691,-18.7669,56,Common
237,Bonnat,Ceylan,81,2006,0.75,France,3.0,Sri Lanka,46.6,2.21,144,somewhat common,Average Amount,80.7718,7.8731,1,Extra Rare
238,Bonnat,Chuao,81,2006,0.75,France,4.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,19,Common
239,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",316,2009,0.77,Ecuador,3.25,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,2,Rare
240,Bouga Cacao (Tulicorp),"El Oro, Hacienda de Oro",341,2009,1.0,Ecuador,1.5,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,2,Rare
241,Bowler Man,Maya Mountain,1267,2014,0.7,U.S.A.,2.75,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,10,Somewhat Common
242,Bowler Man,Conacado,1271,2014,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,10,Somewhat Common
243,Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,0.7,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
244,Brasstown aka It's Chocolate,"O'payo, Waslala",1868,2016,0.7,U.S.A.,3.75,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
245,Brasstown aka It's Chocolate,Conacado,1462,2015,0.68,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,10,Somewhat Common
246,Brasstown aka It's Chocolate,Maya Mountain,1255,2014,0.7,U.S.A.,3.75,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,10,Somewhat Common
247,Brasstown aka It's Chocolate,Chuao,1355,2014,0.7,U.S.A.,4.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,19,Common
248,Brasstown aka It's Chocolate,Cooproagro,1125,2013,0.72,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
249,Brasstown aka It's Chocolate,"Camino Verde, Guayas",1125,2013,0.7,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,1,Extra Rare
250,Brasstown aka It's Chocolate,Ghana,1129,2013,0.75,U.S.A.,3.5,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,15,Somewhat Common
251,Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,0.85,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,High Amount,-66.5897,6.4238,1,Extra Rare
252,Brazen,Elvesia P.,1514,2015,0.6,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Light Amount,-70.1627,18.7357,5,Somewhat Rare
253,Brazen,Elvesia P.,1514,2015,0.8,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,5,Somewhat Rare
254,Brazen,"Alta Verapaz, 2014",1514,2015,0.7,U.S.A.,3.5,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,1,Extra Rare
255,Brazen,Ambolikapiky P.,1518,2015,0.8,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,High Amount,46.8691,-18.7669,1,Extra Rare
256,Brazen,Maya Mountain,1518,2015,0.8,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,High Amount,-88.4977,17.1899,10,Somewhat Common
257,Brazen,Ambolikapkly P.,1518,2015,0.6,U.S.A.,3.25,Madagascar,37.09,-95.71,738,most common,Light Amount,46.8691,-18.7669,1,Extra Rare
258,Breeze Mill,Jamaica,1149,2013,0.7,U.S.A.,3.0,Jamaica,37.09,-95.71,738,most common,Average Amount,-77.2975,18.1096,8,Somewhat Rare
259,Bright,Somia Plantation,1231,2014,0.72,Australia,3.0,Madagascar,-25.27,133.78,46,rare,Average Amount,46.8691,-18.7669,1,Extra Rare
260,Bright,Marabel Farms,1231,2014,0.7,Australia,3.5,Dominican Republic,-25.27,133.78,46,rare,Average Amount,-70.1627,18.7357,1,Extra Rare
261,Bright,"Camino Verde, Balao, Guayas",1231,2014,0.72,Australia,3.5,Ecuador,-25.27,133.78,46,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
262,Bright,Gran Couva,1235,2014,0.68,Australia,2.75,Trinidad,-25.27,133.78,46,rare,Average Amount,-61.2225,10.6918,6,Somewhat Rare
263,Britarev,Ecuador,1638,2015,0.7,Russia,3.25,Ecuador,61.52,105.32,1,extra rare,Average Amount,-78.1834,-1.8312,41,Common
264,Bronx Grrl Chocolate,Dominican Republic,1181,2013,0.68,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
265,Burnt Fork Bend,Trinidad,1299,2014,0.72,U.S.A.,3.25,Trinidad,37.09,-95.71,738,most common,Average Amount,-61.2225,10.6918,11,Somewhat Common
266,Burnt Fork Bend,Mindo,1299,2014,0.72,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,3,Somewhat Rare
267,Burnt Fork Bend,Belize,1303,2014,0.72,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,13,Somewhat Common
268,Burnt Fork Bend,"Ecuador, Bob Bar",1323,2014,0.6,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Light Amount,-78.1834,-1.8312,1,Extra Rare
269,Cacao Arabuco,Puerto Rico,1606,2015,0.7,Puerto Rico,2.5,Puerto Rico,18.22,-66.59,4,extra rare,Average Amount,-66.5901,18.2208,5,Somewhat Rare
270,Cacao Atlanta,Tumbes,1215,2014,0.75,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,5,Somewhat Rare
271,Cacao Atlanta,"Dominican Republic, ""Love Bar""",502,2010,0.75,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
272,Cacao Atlanta,Dominican Republic w/ nibs,502,2010,0.75,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
273,Cacao Atlanta,Patanemo,600,2010,0.75,U.S.A.,2.25,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,7,Somewhat Rare
274,Cacao Barry,Grand 'Anse,1716,2016,0.65,France,3.5,Haiti,46.6,2.21,144,somewhat common,Average Amount,-72.2852,18.9712,1,Extra Rare
275,Cacao Barry,Santo Domingo,586,2010,0.7,France,3.0,Dominican Republic,46.6,2.21,144,somewhat common,Average Amount,-70.1627,18.7357,5,Somewhat Rare
276,Cacao Barry,Tanzania,300,2008,0.75,France,2.0,Tanzania,46.6,2.21,144,somewhat common,Average Amount,34.8888,-6.369028,11,Somewhat Common
277,Cacao Barry,Venezuela,141,2007,0.72,France,2.0,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,21,Common
278,Cacao Barry,Mexico,147,2007,0.66,France,3.0,Mexico,46.6,2.21,144,somewhat common,Average Amount,-102.5528,23.6345,1,Extra Rare
279,Cacao de Origen,Chuao,1688,2015,0.77,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,19,Common
280,Cacao de Origen,Rio Caribe,1692,2015,0.75,Venezuela,3.25,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,5,Somewhat Rare
281,Cacao de Origen,Agua Fria; Sucre region,1391,2014,0.75,Venezuela,2.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,1,Extra Rare
282,Cacao de Origen,Macuare; Miranda; Chloe formula,1391,2014,0.74,Venezuela,3.25,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,1,Extra Rare
283,Cacao de Origen,"Chuao, Aragua region",1391,2014,0.75,Venezuela,3.5,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,2,Rare
284,Cacao de Origen,"Chuao, Aragua region",1395,2014,0.7,Venezuela,3.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,2,Rare
285,Cacao de Origin,Hacienda la Trinidad,1668,2015,0.74,Venezuela,3.25,Venezuela,6.42,-66.59,20,extra rare,Average Amount,-66.5897,6.4238,1,Extra Rare
286,Cacao Hunters,Macondo,1816,2016,0.71,Colombia,3.75,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,2,Rare
287,Cacao Hunters,Perla Negra,1816,2016,0.74,Colombia,3.75,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,1,Extra Rare
288,Cacao Hunters,Arhuacos,1662,2015,0.72,Colombia,3.75,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,1,Extra Rare
289,Cacao Hunters,Sierra Nevada,1430,2014,0.64,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Light Amount,-74.2973,4.5709,2,Rare
290,Cacao Hunters,Tumaco,1430,2014,0.7,Colombia,3.5,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,5,Somewhat Rare
291,Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,0.69,Colombia,2.75,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,1,Extra Rare
292,Cacao Hunters,Arauca,1434,2014,0.7,Colombia,3.25,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,4,Somewhat Rare
293,Cacao Market,"Jutiapa, lot 050916D",1860,2016,0.7,U.S.A.,3.5,Honduras,37.09,-95.71,738,most common,Average Amount,-86.2419,15.2,1,Extra Rare
294,Cacao Prieto,"Criollo, Dominican Republic",991,2012,0.72,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
295,Cacao Prieto,"Dominican Republicm, rustic",641,2011,0.72,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
296,Cacao Prieto,Dominican Republic,641,2011,0.66,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
297,Cacao Prieto,"Dominican Republic, rustic",647,2011,0.65,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
298,Cacao Sampaka,"Mahali, Kasai",1908,2016,0.7,Spain,3.5,Congo,40.46,-3.7,21,extra rare,Average Amount,23.656,-4.0383,1,Extra Rare
299,Cacao Sampaka,Madagascar,508,2010,0.71,Spain,3.5,Madagascar,40.46,-3.7,21,extra rare,Average Amount,46.8691,-18.7669,56,Common
300,Cacao Sampaka,Ecuador,523,2010,0.71,Spain,3.75,Ecuador,40.46,-3.7,21,extra rare,Average Amount,-78.1834,-1.8312,41,Common
301,Cacao Sampaka,Papua,523,2010,0.71,Spain,4.0,Papua New Guinea,40.46,-3.7,21,extra rare,Average Amount,147.3257,-6.314993,2,Rare
302,Cacao Sampaka,Grenada,537,2010,0.71,Spain,3.25,Grenada,40.46,-3.7,21,extra rare,Average Amount,-61.6042,12.1165,11,Somewhat Common
303,Cacao Sampaka,Venezuela,537,2010,0.71,Spain,3.5,Venezuela,40.46,-3.7,21,extra rare,Average Amount,-66.5897,6.4238,21,Common
304,Cacao Sampaka,Venezuela,537,2010,0.77,Spain,3.5,Venezuela,40.46,-3.7,21,extra rare,Average Amount,-66.5897,6.4238,21,Common
305,Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,0.7,Spain,4.0,Mexico,40.46,-3.7,21,extra rare,Average Amount,-102.5528,23.6345,1,Extra Rare
306,Cacao Sampaka,"Xoconusco, Chiapas",346,2009,0.7,Spain,4.0,Mexico,40.46,-3.7,21,extra rare,Average Amount,-102.5528,23.6345,1,Extra Rare
307,Cacao Store,Madagascar,1684,2015,0.7,Japan,3.0,Madagascar,36.2,138.25,17,extra rare,Average Amount,46.8691,-18.7669,56,Common
308,Cacao Store,Peru,1684,2015,0.7,Japan,3.25,Peru,36.2,138.25,17,extra rare,Average Amount,-75.0152,-9.189967,45,Common
309,Cacao Store,Vietnam,1684,2015,0.7,Japan,3.5,Vietnam,36.2,138.25,17,extra rare,Average Amount,108.2772,14.0583,5,Somewhat Rare
310,Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,0.7,Peru,3.25,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
311,Cacaoyere (Ecuatoriana),Amazonia,237,2008,0.63,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Light Amount,-78.1834,-1.8312,1,Extra Rare
312,Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,0.71,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,7,Somewhat Rare
313,Cacaoyere (Ecuatoriana),Bolivar,245,2008,0.82,Ecuador,2.5,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,1,Extra Rare
314,Cacaoyere (Ecuatoriana),Pichincha,259,2008,0.91,Ecuador,1.5,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,1,Extra Rare
315,Callebaut,Grenade,296,2008,0.6,Belgium,2.75,Grenada,50.85,4.47,37,rare,Light Amount,-61.6042,12.1165,1,Extra Rare
316,Callebaut,Baking,141,2007,0.7,Belgium,1.0,Ecuador,50.85,4.47,37,rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
317,C-Amaro,Cuba,1442,2014,0.75,Italy,2.5,Cuba,41.87,12.57,54,rare,Average Amount,-77.7812,21.5218,6,Somewhat Rare
318,C-Amaro,Dominican Republic,1442,2014,0.72,Italy,3.0,Dominican Republic,41.87,12.57,54,rare,Average Amount,-70.1627,18.7357,37,Common
319,C-Amaro,Ecuador,1185,2013,1.0,Italy,3.5,Ecuador,41.87,12.57,54,rare,High Amount,-78.1834,-1.8312,41,Common
320,C-Amaro,Venezuela,809,2012,0.8,Italy,3.0,Venezuela,41.87,12.57,54,rare,High Amount,-66.5897,6.4238,21,Common
321,C-Amaro,Sao Tome,749,2011,0.78,Italy,2.25,Sao Tome,41.87,12.57,54,rare,Average Amount,6.6131,0.1864,3,Somewhat Rare
